Report generated on: 09-05-2022 12:09:13
"API","","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015"
"INTL.66-13-WSM-TBPD.A","            Residual fuel oil (Mb/d)","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"","Sao Tome and Principe","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","    Bunker","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.54-13-STP-TBPD.A","        Refined petroleum products (Mb/d)","","","","","NA","NA","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.2","0.2","0.2","0.2","0.217260273972603",""
"INTL.65-13-STP-TBPD.A","            Distillate fuel oil (Mb/d)","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","NA","NA","NA","NA","NA","NA",""
"INTL.66-13-STP-TBPD.A","            Residual fuel oil (Mb/d)","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"","Saudi Arabia","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","    Bunker","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.54-13-SAU-TBPD.A","        Refined petroleum products (Mb/d)","","","","","NA","NA","73","65","104","170","76","220","174","200","196","232","252","252","164","164","39","39","89","90","100","95","86","90","93","89","105","109","99","103","108.6664657534247",""
"INTL.65-13-SAU-TBPD.A","            Distillate fuel oil (Mb/d)","","","","","","","52","40","74","95","21","125","79","106","105","139","152","152","128","128","0","0","50","50","59","53","37","0","0","NA","NA","NA","NA","NA","NA",""
"INTL.66-13-SAU-TBPD.A","            Residual fuel oil (Mb/d)","","","","","","","21","25","30","75","55","95","95","95","91","93","100","100","35","35","39","39","39","41","41","42","49","51","52","47","61","63","52","62","58.8269589041096",""
"","Senegal","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","    Bunker","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.54-13-SEN-TBPD.A","        Refined petroleum products (Mb/d)","","","","","NA","NA","2.7","5.1","4.8","0.5","4.7","4.8","2.5","3.5","4.9","5.1","5.1","5.2","5.2","5.3","1.5","1.6","1.5","4.3","6.8","6.1","6.9","8.4","6.9","5.6","5.8","5.8","5.7","6.8","6.86219178082192",""
"INTL.65-13-SEN-TBPD.A","            Distillate fuel oil (Mb/d)","","","","","","","1.3","3.7","3.5","0.2","3.4","3.6","1.3","2.3","3.7","3.7","3.6","3.7","3.7","3.9","1.5","1.6","1.5","4.3","6.8","6.1","6.9","1.6","0","NA","NA","NA","NA","NA","NA",""
"INTL.66-13-SEN-TBPD.A","            Residual fuel oil (Mb/d)","","","","","","","1.5","1.4","1.3","0.3","1.3","1.2","1.2","1.2","1.2","1.4","1.4","1.5","1.5","1.5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"","Serbia","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","    Bunker","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.54-13-SRB-TBPD.A","        Refined petroleum products (Mb/d)","","","","","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","0","1","1","0","0.9","1","0.9","1.1","1.76487671232877",""
"INTL.65-13-SRB-TBPD.A","            Distillate fuel oil (Mb/d)","","","","","","","","","","","","","","","","","","","","--","--","--","--","--","--","--","--","0","0","NA","NA","NA","NA","NA","NA",""
"INTL.66-13-SRB-TBPD.A","            Residual fuel oil (Mb/d)","","","","","","","","","","","","","","","","","","","","--","--","--","--","--","--","--","--","0","0","0","0","0","0","0","0",""
"","Seychelles","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","    Bunker","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.54-13-SYC-TBPD.A","        Refined petroleum products (Mb/d)","","","","","NA","NA","1.3","1.4","2.1","0.00171","1.9","2.3","1.6","2.3","2.3","2.3","2.3","2.4","2.4","2.4","2.4","2.4","2.3","2.4","2.1","2.1","2.7","2.2","2.4","2.6","2.1","2.1","2.1","1.7","1.721095890410963",""
"INTL.65-13-SYC-TBPD.A","            Distillate fuel oil (Mb/d)","","","","","","","1.3","1.3","2","0.00171","1.9","2.3","1.5","2.2","2.2","2.3","2.3","2.3","2.3","2.3","2.3","2.4","2.3","2.4","2.1","2.1","2.7","1.6","1.6","NA","NA","NA","NA","NA","NA",""
"INTL.66-13-SYC-TBPD.A","            Residual fuel oil (Mb/d)","","","","","","","0.09123","0.1","0.01819","0","0.01824","0","0.01819","0.01824","0.01824","0.01824","0.01819","0.01824","0.01824","0.0182465753424658","0.0181967213114754","0.0182465753424658","0.0182465753424658","0.0182465753424658","0.0181967213114754","0.0182465753424658","0.0364931506849315","0.03649315068","0.04016983561101","0.0647023561643836","0.0426422465753425","0.0426422465753425","0.0426422465753425","0.072986301369863","0.072986301369863",""
"","Sierra Leone","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","    Bunker","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.54-13-SLE-TBPD.A","        Refined petroleum products (Mb/d)","","","","","NA","NA","1.9","1.7","1.8","1.8","1.9","1.9","1.5","1.7","1.7","2","2","2.1","2.1","2.1","2.1","2.1","2.1","2.2","3","2.5","2.3","2.4","2.4","0.4","0.4","0.4","0.4","0.2","0.173808219178082",""
"INTL.65-13-SLE-TBPD.A","            Distillate fuel oil (Mb/d)","","","","","","","1.6","1.4","1.5","1.5","1.6","1.5","1.1","1.4","1.4","1.7","1.7","1.7","1.7","1.7","1.8","1.8","1.8","1.9","2.6","2.1","2","1.3","1.4","NA","NA","NA","NA","NA","NA",""
"INTL.66-13-SLE-TBPD.A","            Residual fuel oil (Mb/d)","","","","","","","0.3","0.3","0.3","0.3","0.3","0.3","0.3","0.3","0.3","0.3","0.3","0.3","0.3","0.3","0.3","0.3","0.3","0.3","0.3","0.4","0.4","0.4","0.4","0","0","0","0","0","0",""
"","Singapore","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","    Bunker","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.54-13-SGP-TBPD.A","        Refined petroleum products (Mb/d)","","","","","NA","NA","148","158","195","200","209","207","178","191","201","212","219","285","343","351","334","378","371","409","458","485","587","655","692","771","866","917","921","924","923.976767123287",""
"INTL.65-13-SGP-TBPD.A","            Distillate fuel oil (Mb/d)","","","","","","","38","47","48","49","45","43","33","36","37","38","39","42","87","77","77","51","40","57","57","48","105","31","32","NA","NA","NA","NA","NA","NA",""
"INTL.66-13-SGP-TBPD.A","            Residual fuel oil (Mb/d)","","","","","","","111","111","147","151","164","165","146","155","164","173","180","243","256","273","257","326","331","352","401","437","482","548","540","635","716","759","752","754","750.007232876712",""
"","Slovakia","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","    Bunker","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.54-13-SVK-TBPD.A","        Refined petroleum products (Mb/d)","","","","","--","--","--","--","--","--","--","--","--","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"INTL.65-13-SVK-TBPD.A","            Distillate fuel oil (Mb/d)","","","","","--","--","--","--","--","--","--","--","--","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","NA","NA","NA","NA","NA","NA",""
"INTL.66-13-SVK-TBPD.A","            Residual fuel oil (Mb/d)","","","","","--","--","--","--","--","--","--","--","--","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"","Slovenia","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","    Bunker","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.54-13-SVN-TBPD.A","        Refined petroleum products (Mb/d)","","","","","--","--","--","--","--","--","--","--","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.5","0.9","1.1","0.5","0.4","0.6","0.9","1.1","1.02493150684932",""
"INTL.65-13-SVN-TBPD.A","            Distillate fuel oil (Mb/d)","","","","","","","--","--","--","--","--","--","0","0","0","0","0","0","0.3","0.3","0.3","0","0","0.5","0.4","0.4","0.5","0","0","NA","NA","NA","NA","NA","NA",""
"INTL.66-13-SVN-TBPD.A","            Residual fuel oil (Mb/d)","","","","","","","--","--","--","--","--","--","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.5","0.9","1.1","0.5","0.4","0.6","0.9","1.1","1.02493150684932",""
"","Solomon Islands","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","    Bunker","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.54-13-SLB-TBPD.A","        Refined petroleum products (Mb/d)","","","","","NA","NA","0.0869","0.0869","0.04333","0.04345","0.04345","0.04345","0.04076","0.04345","0.04345","0.04345","0.04333","0.04345","0.04345","0.0434520547945205","0.0433333333333333","0.0434520547945205","0.0434520547945205","0.0434520547945205","0.0676502732240437","0.0678356164383562","0.0678356164383562","0.1","0.09089041096","0.0945791780821918","0.0987290410958904","0.0987290410958904","0.0987290410958904","0.1","0.129068493150685",""
"INTL.65-13-SLB-TBPD.A","            Distillate fuel oil (Mb/d)","","","","","","","0.0869","0.0869","0.04333","0.04345","0.04345","0.04345","0.04076","0.04345","0.04345","0.04345","0.04333","0.04345","0.04345","0.0434520547945205","0.0433333333333333","0.0434520547945205","0.0434520547945205","0.0434520547945205","0.0676502732240437","0.0678356164383562","0.0678356164383562","0","0","NA","NA","NA","NA","NA","NA",""
"INTL.66-13-SLB-TBPD.A","            Residual fuel oil (Mb/d)","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"","Somalia","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","    Bunker","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.54-13-SOM-TBPD.A","        Refined petroleum products (Mb/d)","","","","","NA","NA","1.8","0.8","0.9","0.9","0.8","0.5","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.7","1.5","1.7","1.4","1.3","1.4","1.4","1.4","1.4","1.397150684931509",""
"INTL.65-13-SOM-TBPD.A","            Distillate fuel oil (Mb/d)","","","","","","","1.8","0.8","0.9","0.9","0.8","0.5","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.5","1.3","0.2","0.2","NA","NA","NA","NA","NA","NA",""
"INTL.66-13-SOM-TBPD.A","            Residual fuel oil (Mb/d)","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.2","0.2","0.2","0.2","0.1","0.1","0.1","0.1","0.2","0.218958904109589",""
"","South Africa","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","    Bunker","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.54-13-ZAF-TBPD.A","        Refined petroleum products (Mb/d)","","","","","NA","NA","59","60","61","61","61","61","38","47","49","58","56","44","51","59","49","58","55","69","58","59","65","65","70","69","76","77","86","83","69.1241095890411",""
"INTL.65-13-ZAF-TBPD.A","            Distillate fuel oil (Mb/d)","","","","","","","16","19","19","19","19","19","8","7.9","9","9.2","7.3","7.3","4","6.9","5.9","12","9.5","25","20","18","22","5","4.8","NA","NA","NA","NA","NA","NA",""
"INTL.66-13-ZAF-TBPD.A","            Residual fuel oil (Mb/d)","","","","","","","43","42","42","42","42","42","30","39","40","48","49","37","47","52","43","47","45","44","38","42","42","42","46","44","30","29","37","34","19.706301369863",""
"","South Korea","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","    Bunker","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.54-13-KOR-TBPD.A","        Refined petroleum products (Mb/d)","3","6","4","5","9.6","12","21","29","29","35","30","45","58","72","78","87","99","111","115","125","116","113","108","121","132","188","189","175","169","153","162","160","158","145","152.2687123287669",""
"INTL.65-13-KOR-TBPD.A","            Distillate fuel oil (Mb/d)","","","","","3.5","4.2","6","7.7","5.1","5.8","5.4","7.7","11","12","13","17","19","21","24","24","17","17","16","18","18","21","21","20","20","NA","NA","NA","NA","NA","NA",""
"INTL.66-13-KOR-TBPD.A","            Residual fuel oil (Mb/d)","1","1","3","3","6.1","8.3","15","21","24","29","25","37","48","60","65","70","80","90","92","101","98","97","92","103","115","167","168","154","149","135","143","143","142","130","135.754520547945",""
"","South Sudan","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","    Bunker","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.54-13-SSD-TBPD.A","        Refined petroleum products (Mb/d)","","","","","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","","0.8","0.80386301369863",""
"INTL.65-13-SSD-TBPD.A","            Distillate fuel oil (Mb/d)","","","","","","","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","","","",""
"INTL.66-13-SSD-TBPD.A","            Residual fuel oil (Mb/d)","","","","","","","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","","0","0",""
"","Spain","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","    Bunker","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.54-13-ESP-TBPD.A","        Refined petroleum products (Mb/d)","17","21","33","40","42","52","55","63","69","59","71","73","75","64","63","60","87","108","113","110","112","125","127","130","133","147","153","157","163","162","156","159","148","134","145.1433424657535",""
"INTL.65-13-ESP-TBPD.A","            Distillate fuel oil (Mb/d)","","","","","13","19","20","26","30","21","25","24","27","15","14","16","24","32","24","24","20","21","20","19","19","20","22","23","30","NA","NA","NA","NA","NA","NA",""
"INTL.66-13-ESP-TBPD.A","            Residual fuel oil (Mb/d)","3","5","20","24","29","32","36","37","39","38","46","49","48","49","49","44","63","76","89","86","91","104","108","110","114","126","132","134","133","133","126","132","125","109","119.174794520548",""
"","Sri Lanka","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","    Bunker","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.54-13-LKA-TBPD.A","        Refined petroleum products (Mb/d)","","","","","NA","NA","9.2","9.5","8.5","6.9","6.6","6.6","5.3","7.8","7.8","8","9.2","7.3","6.7","6.7","3","2.9","3.4","4.3","5","5.1","5.2","4.8","5.8","5.9","6.2","10","14","14","17.91643835616442",""
"INTL.65-13-LKA-TBPD.A","            Distillate fuel oil (Mb/d)","","","","","","","2.7","2.5","2.4","2","2.3","1.8","1","2.6","2.5","2.8","3.2","3.3","3.2","3.2","0.8","1","1.2","2.8","3.5","2.8","3.4","0.8","1.2","NA","NA","NA","NA","NA","NA",""
"INTL.66-13-LKA-TBPD.A","            Residual fuel oil (Mb/d)","","","","","","","6.5","7","6.1","4.9","4.4","4.9","4.3","5.2","5.3","5.2","5.9","4","3.5","3.5","2.2","1.9","2.2","1.4","1.5","2.3","1.8","1.8","2.6","2.6","2.7","2.2","4","4.8","6.16734246575342",""
"","Sudan","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","    Bunker","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.54-13-SDN-TBPD.A","        Refined petroleum products (Mb/d)","","","","","NA","NA","0.1","0.6","0.5","0.7","0.8","0.8","0.7","0.9","0.1","1","1","1","1","1","0.2","0.2","0.2","2.9","3.2","1.4","4.9","4.5","7.2","7.9","6.2","7.1","5.1","5.1","5.27539726027397",""
"INTL.65-13-SDN-TBPD.A","            Distillate fuel oil (Mb/d)","","","","","","","0.1","0.07766","0.06726","0.7","0.8","0.8","0.1","0.9","0.04349","1","1","1","1","1","0.2","0.2","0.2","2.9","3.2","1.4","4.9","0.2","0.2","NA","NA","NA","NA","NA","NA",""
"INTL.66-13-SDN-TBPD.A","            Residual fuel oil (Mb/d)","","","","","","","0","0.5","0.5","0","0","0","0.5","0","0.06357","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"","Suriname","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","    Bunker","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.54-13-SUR-TBPD.A","        Refined petroleum products (Mb/d)","","","","","NA","NA","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0","0","0","5.7","5.7","5.7","5.7","1.5","1.4","1.4","0","0","0","0","0","0","0","0","0","0","0","1.02112328767123",""
"INTL.65-13-SUR-TBPD.A","            Distillate fuel oil (Mb/d)","","","","","","","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0","0","0","5.7","5.7","5.7","5.7","0.5","0.4","0.4","0","0","0","0","0","0","NA","NA","NA","NA","NA","NA",""
"INTL.66-13-SUR-TBPD.A","            Residual fuel oil (Mb/d)","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.1","1.1","1.1","0","0","0","0","0","0","0","0","0","0","0","0",""
"","Sweden","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","    Bunker","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.54-13-SWE-TBPD.A","        Refined petroleum products (Mb/d)","16","19","9","11","9.6","10","12","16","12","13","12","15","17","17","20","19","20","24","29","28","25","26","23","30","34","35","38","39","37","39","36","31","31","30","31.95534246575342",""
"INTL.65-13-SWE-TBPD.A","            Distillate fuel oil (Mb/d)","","","","","2.1","2.3","2.8","3.4","3.2","3.9","3","3","3.6","3.5","4","4","4","5","5.7","4.4","3.4","3.2","3.1","3.5","2.9","3.1","2.9","3","2.1","NA","NA","NA","NA","NA","NA",""
"INTL.66-13-SWE-TBPD.A","            Residual fuel oil (Mb/d)","13","9","7","8","7.5","8.1","9.1","12","9.2","9","9.3","12","13","13","16","15","16","20","23","24","22","23","20","26","32","32","35","36","35","37","32","27","26","25","25.5172602739726",""
"","Switzerland","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","    Bunker","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.54-13-CHE-TBPD.A","        Refined petroleum products (Mb/d)","15","14","0","0","0","0","0","0.2","0.3","0.4","0.3","0.3","0.3","0.3","0.4","0.3","0.3","0.3","0.2","0.2","0.2","0.2","0.2","0.2","0.2","0.2","0.2","0.2","0.2","0.2","0.2","0.2","0.2","0.2","0.0613150684931507",""
"INTL.65-13-CHE-TBPD.A","            Distillate fuel oil (Mb/d)","","","","","0","0","0","0.2","0.3","0.4","0.3","0.3","0.3","0.3","0.4","0.3","0.3","0.3","0.2","0.2","0.2","0.2","0.2","0.2","0.2","0.2","0.2","0.2","0.2","NA","NA","NA","NA","NA","NA",""
"INTL.66-13-CHE-TBPD.A","            Residual fuel oil (Mb/d)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"","Syria","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","    Bunker","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.54-13-SYR-TBPD.A","        Refined petroleum products (Mb/d)","","","","","NA","NA","6.4","6.9","7","10","10","6.8","5.7","4.1","4.3","2.2","2.1","2.3","2.3","2.3","2.3","0","0","2.1","2.5","2.1","2.2","1.3","3.5","23","23","19","10","9.6","5.208986301369865",""
"INTL.65-13-SYR-TBPD.A","            Distillate fuel oil (Mb/d)","","","","","","","6.4","6.9","7","10","10","6.8","5.7","4.1","4.3","2.2","2.1","2.3","2.3","2.3","2.3","0","0","2.1","2.5","2.1","2.2","0","0","NA","NA","NA","NA","NA","NA",""
"INTL.66-13-SYR-TBPD.A","            Residual fuel oil (Mb/d)","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.6","1.4","0.7","0.7","0.364931506849315",""
"","Taiwan","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","    Bunker","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.54-13-TWN-TBPD.A","        Refined petroleum products (Mb/d)","","","","","NA","NA","18","15","31","30","30","28","28","28","39","45","44","52","57","72","65","47","84","56","45","46","44","85","73","35","80","72","66","70","73.033514258637",""
"INTL.65-13-TWN-TBPD.A","            Distillate fuel oil (Mb/d)","","","","","","","9","6","11","2.4","2.4","2.4","2.6","1.6","2.5","2.7","5.6","4.2","4.6","5.2","5.4","6.9","41","3.6","4","5.3","3.8","3.7","3.3","3.8","NA","NA","NA","NA","NA",""
"INTL.66-13-TWN-TBPD.A","            Residual fuel oil (Mb/d)","","","","","","","9.1","9","20","28","28","25","25","26","37","42","38","47","53","66","60","41","42","52","41","41","40","36","31","26","29","27","19","20","19.1015249418454",""
"","Tajikistan","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","    Bunker","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.54-13-TJK-TBPD.A","        Refined petroleum products (Mb/d)","","","","","--","--","--","--","--","--","--","--","1.7","0","0","0","0","0","0","0","0.065","0.0869041095890411","0.108630136986301","0.0869041095890411","0.13","0.238986301369863","0.434520547945205","0.521424657534247","0.563333333333333","0.586602739726027","0.630054794520548","0.673506849315068","0.715","0.76041095890411","1.32528767123288","1.17320547945205"
"INTL.65-13-TJK-TBPD.A","            Distillate fuel oil (Mb/d)","","","","","","","--","--","--","--","--","--","1.7","0","0","0","0","0","0","0","0","0","0","0","0.0866666666666667","0.0869041095890411","0.0869041095890411","0","0","NA","NA","NA","NA","NA","NA",""
"INTL.66-13-TJK-TBPD.A","            Residual fuel oil (Mb/d)","","","","","","","--","--","--","--","--","--","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"","Tanzania","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","    Bunker","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.54-13-TZA-TBPD.A","        Refined petroleum products (Mb/d)","","","","","NA","NA","0.5","0.4","0.6","4.7","1.1","1","0.4","1","1","1","1.1","1.1","1.1","1.1","0.5","0.4","0.4","0.4","0.4","0.5","2.3","2.5","2.6","2.7","3.1","3.4","3.5","3.8","4.11123287671233",""
"INTL.65-13-TZA-TBPD.A","            Distillate fuel oil (Mb/d)","","","","","","","0.07315","0","0.1","4.7","1.1","0.6","0.02038","0.6","0.6","0.6","0.7","0.7","0.7","0.7","0.0203825136612022","0.0204383561643836","0.0204383561643836","0.0204383561643836","0.0203825136612022","0.0692054794520548","1.9","0.02043835616","0.02043835616","NA","NA","NA","NA","NA","NA",""
"INTL.66-13-TZA-TBPD.A","            Residual fuel oil (Mb/d)","","","","","","","0.5","0.4","0.4","0","0","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.8","0.9","0.9","1","1.11304109589041",""
"","Thailand","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","    Bunker","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.54-13-THA-TBPD.A","        Refined petroleum products (Mb/d)","","","","","NA","NA","24","30","35","41","33","39","39","18","19","19","15","15","15","15","70.800519125683","75.1758082191781","78.5204383561644","82.7038356164384","94.5879781420765","99.3073972602739","103.3707397260274","100.3773424657535","95.9751912568306","90.8230136986301","92.9994246575343","92.1297534246575","87.1781147540984","93.1969315068493","95.2244383561643","103.2713150684931"
"INTL.65-13-THA-TBPD.A","            Distillate fuel oil (Mb/d)","","","","","","","21","25","30","36","27","32","31","14","15","15","12","2.1","2.1","2.1","30","1.6","1.7","1.5","1.5","1.2","0.9","0.5","0.1","NA","NA","NA","NA","NA","NA",""
"INTL.66-13-THA-TBPD.A","            Residual fuel oil (Mb/d)","","","","","","","3","4.8","4.9","5.1","5.9","7.5","8","3.6","4","4","3","13","13","13","12.5011475409836","13.046301369863","15.2906301369863","19.98","24.1106557377049","28.1179726027397","28.793095890411","28.519397260274","28.9691803278689","26.7312328767123","24.8883287671233","18.7392328767123","13.7931147540984","13.9403835616438","18.5750136986301","21.038301369863"
"","The Bahamas","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","    Bunker","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.54-13-BHS-TBPD.A","        Refined petroleum products (Mb/d)","","","","","NA","NA","4.6","6.7","5.4","3.7","6.8","4.7","3.5","4.2","4.4","4.1","4.1","8.5","5.4","5.4","4.1","4.2","4.2","5.1","5.7","3.9","5.9","6.7","6","5.5","5.5","5.5","5.5","3.8","3.81213698630137",""
"INTL.65-13-BHS-TBPD.A","            Distillate fuel oil (Mb/d)","","","","","","","1","0.9","3.1","0.9","1.2","1.3","0.6","1.3","1.6","1.3","1.3","2.6","2.6","2.6","1.3","1.4","1.4","1.6","1.9","1.1","1.9","1","1","NA","NA","NA","NA","NA","NA",""
"INTL.66-13-BHS-TBPD.A","            Residual fuel oil (Mb/d)","","","","","","","3.6","5.8","2.3","2.8","5.6","3.5","2.9","2.9","2.8","2.8","2.8","5.9","2.8","2.8","2.8","2.8","2.8","3.6","3.8","2.8","4","4","4","4.1","4.1","4.1","4.1","2.5","2.48153424657534",""
"","Timor-Leste","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","    Bunker","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.54-13-TLS-TBPD.A","        Refined petroleum products (Mb/d)","","","","","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","0","0","0","0","0","0","0","0","0","0","0.0651780821917808","0.0651780821917808",""
"INTL.65-13-TLS-TBPD.A","            Distillate fuel oil (Mb/d)","","","","","","","","","","","","","","","","","","","","--","--","--","--","NA","0","0","0","0","0","NA","NA","NA","NA","NA","NA",""
"INTL.66-13-TLS-TBPD.A","            Residual fuel oil (Mb/d)","","","","","","","","","","","","","","","","","","","","--","--","--","--","0","0","0","0","0","0","0","0","0","0","0","0",""
"","Togo","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","    Bunker","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.54-13-TGO-TBPD.A","        Refined petroleum products (Mb/d)","","","","","NA","NA","0.00408","0.3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.8","0.2","1","1.2","1.4","1.4","1.8","1.7","1.8","1.9","2.04208219178082",""
