Report generated on: 09-05-2022 12:09:13
"API","","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015"
"","Czech Republic","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","    Bunker","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.54-13-CZE-TBPD.A","        Refined petroleum products (Mb/d)","","","","","--","--","--","--","--","--","--","--","--","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"INTL.65-13-CZE-TBPD.A","            Distillate fuel oil (Mb/d)","","","","","--","--","--","--","--","--","--","--","--","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","NA","NA","NA","NA","NA","NA",""
"INTL.66-13-CZE-TBPD.A","            Residual fuel oil (Mb/d)","","","","","--","--","--","--","--","--","--","--","--","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"","Côte d’Ivoire","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","    Bunker","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.54-13-CIV-TBPD.A","        Refined petroleum products (Mb/d)","","","","","NA","NA","1.3","1.5","1.5","1.5","1.4","1.8","0.1","1.7","1.8","1.9","3.2","1.7","1.7","1.7","1.7","1.7","1.7","3.7","3.6","3.1","3.2","3.2","2.5","2.3","1.5","1.4","1.7","1.8","2.343397260273971",""
"INTL.65-13-CIV-TBPD.A","            Distillate fuel oil (Mb/d)","","","","","","","1.3","1.5","1.5","1.5","1.4","1.7","0.1","1.7","1.8","1.9","0.2","0.3","0.3","0.3","0.3","0.3","0.3","2.3","2.2","1.8","2.2","1.2","0.9","NA","NA","NA","NA","NA","NA",""
"INTL.66-13-CIV-TBPD.A","            Residual fuel oil (Mb/d)","","","","","","","0","0","0","0","0.01824","0.01824","0","0","0","0","2.9","1.3","1.4","1.4","1.4","1.4","1.4","1.4","1.4","1.3","0.9","0.9","0.4","0.4","0.3","0.2","0.4","0.4","0.255452054794521",""
"","Denmark","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","    Bunker","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.54-13-DNK-TBPD.A","        Refined petroleum products (Mb/d)","20","10","9","8","8.5","8.2","9.1","13","17","17","18","16","17","25","29","30","29","26","28","25","24","21","18","19","15","15","20","21","18","10","12","13","9.9","12","13.63945205479452",""
"INTL.65-13-DNK-TBPD.A","            Distillate fuel oil (Mb/d)","","","","","3.9","3.8","3.8","4.2","4.7","4.9","5.6","6","8.1","9.2","12","13","14","12","16","12","10","9.8","10","10","7.7","6.3","6.3","5.2","6.4","NA","NA","NA","NA","NA","NA",""
"INTL.66-13-DNK-TBPD.A","            Residual fuel oil (Mb/d)","5","6","5","4","4.6","4.4","5.3","9.2","12","12","12","10","9.2","16","17","17","15","14","12","12","14","11","7.5","8.9","7","8.9","14","15","12","4.7","6.8","8.3","4.9","6.6","7.91671232876712",""
"","Djibouti","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","    Bunker","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.54-13-DJI-TBPD.A","        Refined petroleum products (Mb/d)","","","","","NA","NA","1.7","1.7","1.7","7.9","7.6","7.8","6.4","2.3","7.9","8","8.1","8.2","8.2","8.2","8.2","8.2","8.2","8.7","8.8","8","4.5","3.8","4","4.1","4.1","4.1","4.1","2.3","2.295260273972603",""
"INTL.65-13-DJI-TBPD.A","            Distillate fuel oil (Mb/d)","","","","","","","0.8","0.8","0.8","2.6","2.3","2.3","0.9","2.3","2.3","2.4","2.4","2.5","2.5","2.5","2.5","2.5","2.5","2.8","3","2.2","2.8","0.6","0.6","NA","NA","NA","NA","NA","NA",""
"INTL.66-13-DJI-TBPD.A","            Residual fuel oil (Mb/d)","","","","","","","0.9","0.9","0.9","5.3","5.3","5.5","5.6","0","5.6","5.6","5.6","5.7","5.7","5.7","5.7","5.7","5.7","5.8","5.8","5.8","1.7","1","1.2","1.2","1.2","1.2","1.2","0.2","0.200712328767123",""
"","Dominica","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","    Bunker","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.54-13-DMA-TBPD.A","        Refined petroleum products (Mb/d)","","","","","NA","NA","0.02438","0.02438","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0399726027397261","0.0399726027397261",""
"INTL.65-13-DMA-TBPD.A","            Distillate fuel oil (Mb/d)","","","","","","","0.02438","0.02438","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","NA","NA","NA","NA","NA","NA",""
"INTL.66-13-DMA-TBPD.A","            Residual fuel oil (Mb/d)","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0182465753424658","0.0182465753424658",""
"","Dominican Republic","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","    Bunker","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.54-13-DOM-TBPD.A","        Refined petroleum products (Mb/d)","","","","","NA","NA","0.2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.6","2","0","2.1","2","2.1","2","2","9","10","9.2","10.015698630137",""
"INTL.65-13-DOM-TBPD.A","            Distillate fuel oil (Mb/d)","","","","","","","0.2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.6","2","0","2.1","0","0","NA","NA","NA","NA","NA","NA",""
"INTL.66-13-DOM-TBPD.A","            Residual fuel oil (Mb/d)","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"","Ecuador","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","    Bunker","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.54-13-ECU-TBPD.A","        Refined petroleum products (Mb/d)","","","","","NA","NA","0.8","2.6","4.9","2.7","3.9","2.6","4.4","7.2","7.1","6.8","9.3","9.9","3.4","3.4","5.1","4.7","4.2","4.7","4.1","4.1","5.5","12","26","30","17","18","17","16","16.1374794520548",""
"INTL.65-13-ECU-TBPD.A","            Distillate fuel oil (Mb/d)","","","","","","","0.2","1","0","0.3","1.3","1.7","2.4","1.2","2.5","1","1.6","0.5","1","1","0","0","0","0","0","0","0","0","0","NA","NA","NA","NA","NA","NA",""
"INTL.66-13-ECU-TBPD.A","            Residual fuel oil (Mb/d)","","","","","","","0.6","1.6","4.9","2.4","2.6","0.9","1.9","6","4.6","5.8","7.7","9.4","2.4","2.4","5.1","4.7","4.2","4.7","4.1","4.1","5.5","5","19","23","10","11","9.8","7.6","8.22920547945206",""
"","Egypt","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","    Bunker","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.54-13-EGY-TBPD.A","        Refined petroleum products (Mb/d)","","","","","NA","NA","29","29","34","31","47","31","30","34","31","31","40","42","49","56","51","51","57","61","49","34","37","40","28","26","26","24","52","51","43.9467123287671",""
"INTL.65-13-EGY-TBPD.A","            Distillate fuel oil (Mb/d)","","","","","","","8.4","10","7.9","11","12","9.4","9.4","12","9","9.1","11","11","12","12","4.1","4.1","14","14","19","11","19","3.3","2.4","1.9","NA","NA","NA","NA","NA",""
"INTL.66-13-EGY-TBPD.A","            Residual fuel oil (Mb/d)","","","","","","","20","19","26","20","35","22","20","22","22","22","29","31","36","44","46","47","43","47","30","23","18","15","6.7","3.9","5.9","5.4","33","32","27.9172602739726",""
"","El Salvador","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","    Bunker","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.54-13-SLV-TBPD.A","        Refined petroleum products (Mb/d)","","","","","NA","NA","0.9","1.2","0.9","0.8","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.6","0","1.6","2","2.3","2.3","2.3","2.4","2.6","3","3.30235616438356",""
"INTL.65-13-SLV-TBPD.A","            Distillate fuel oil (Mb/d)","","","","","","","0.02438","0.1","0.07295","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.6","0","1.6","0","0","NA","NA","NA","NA","NA","NA",""
"INTL.66-13-SLV-TBPD.A","            Residual fuel oil (Mb/d)","","","","","","","0.9","1.1","0.9","0.8","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"","Equatorial Guinea","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","    Bunker","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.54-13-GNQ-TBPD.A","        Refined petroleum products (Mb/d)","","","","","NA","NA","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.5","0.8","0.8","0.8","0.8","0.8","0.8","0.76041095890411",""
"INTL.65-13-GNQ-TBPD.A","            Distillate fuel oil (Mb/d)","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","NA","NA","NA","NA","NA","NA",""
"INTL.66-13-GNQ-TBPD.A","            Residual fuel oil (Mb/d)","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"","Eritrea","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","    Bunker","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.54-13-ERI-TBPD.A","        Refined petroleum products (Mb/d)","","","","","--","--","--","--","--","--","--","--","--","--","1.4","1.2","1.4","1.4","1.5","1.5","0","0.1","0.1","0.0182465753424658","0","0","0.3","0.3","0.0651780822","0.0217260273972603","0.8","0.0217260273972603","0.0217260273972603","0.0217260273972603","0.0217260273972603",""
"INTL.65-13-ERI-TBPD.A","            Distillate fuel oil (Mb/d)","","","","","","","--","--","--","--","--","--","--","--","1.3","1.1","1.3","1.3","1.4","1.4","0","0","0","0","0","0","0.3","0","0","NA","NA","NA","NA","NA","NA",""
"INTL.66-13-ERI-TBPD.A","            Residual fuel oil (Mb/d)","","","","","","","--","--","--","--","--","--","--","--","0.09123","0.09098","0.09098","0.09123","0.09123","0.0912328767123288","0","0.1","0.1","0.0182465753424658","0","0","0","0","0","0","0","0","0","0","0",""
"","Estonia","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","    Bunker","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.54-13-EST-TBPD.A","        Refined petroleum products (Mb/d)","","","","","--","--","--","--","--","--","--","--","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.5","5.2","5.844465753424653",""
"INTL.65-13-EST-TBPD.A","            Distillate fuel oil (Mb/d)","","","","","","","--","--","--","--","--","--","0.6","0.9","0.7","0.8","0.7","0.6","0.6","1.1","0.9","0.9","1","0.9","1.6","1.5","1.5","0.6","0.4","NA","NA","NA","NA","NA","NA",""
"INTL.66-13-EST-TBPD.A","            Residual fuel oil (Mb/d)","","","","","","","--","--","--","--","--","--","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.5","5","4.96561643835616",""
"","Eswatini","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","    Bunker","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.54-13-SWZ-TBPD.A","        Refined petroleum products (Mb/d)","","","","","NA","NA","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0125793698630137","0","0.013470136988","0.0119493150684932","0.0115147945205479","0.0115147945205479","0.0115147945205479","0.0217260273972603","0.0217260273972603",""
"INTL.65-13-SWZ-TBPD.A","            Distillate fuel oil (Mb/d)","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0125793698630137","0","0","NA","NA","NA","NA","NA","NA",""
"INTL.66-13-SWZ-TBPD.A","            Residual fuel oil (Mb/d)","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"","Ethiopia","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","    Bunker","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.54-13-ETH-TBPD.A","        Refined petroleum products (Mb/d)","","","","","NA","NA","0.4","0.2","1.2","1.3","1.3","1.3","2.2","1.3","0.07386","0.2","0.2","0.2","0.2","0.2","0","0","0","0","2.1","2.1","3.3","4.8","4.6","5.1","7","5.9","6.4","7.6","8.38624657534247",""
"INTL.65-13-ETH-TBPD.A","            Distillate fuel oil (Mb/d)","","","","","","","0.2","0.2","1.2","1.3","1.3","1.3","0.1","1.3","0.07386","0.2","0.2","0.2","0.2","0.2","0","0","0","0","2.1","2.1","3.3","0","0","NA","NA","NA","NA","NA","NA",""
"INTL.66-13-ETH-TBPD.A","            Residual fuel oil (Mb/d)","","","","","","","0.2","0","0","0","0","0","2.1","0.09123","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"","Falkland Islands","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","    Bunker","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.54-13-FLK-TBPD.A","        Refined petroleum products (Mb/d)","","","","","NA","NA","0.01824","0.01824","0.01819","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"INTL.65-13-FLK-TBPD.A","            Distillate fuel oil (Mb/d)","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","NA","NA","NA","NA","NA","NA",""
"INTL.66-13-FLK-TBPD.A","            Residual fuel oil (Mb/d)","","","","","","","0.01824","0.01824","0.01819","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"","Faroe Islands","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","    Bunker","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.54-13-FRO-TBPD.A","        Refined petroleum products (Mb/d)","","","","","NA","NA","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0434520547945205","0.0651780822","0.0651780822","0.0651780821917808","0.00217260273972603","0.0651780821917808","0.0651780821917808","0.4","0.416767123287671",""
"INTL.65-13-FRO-TBPD.A","            Distillate fuel oil (Mb/d)","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0434520547945205","0","0","NA","NA","NA","NA","NA","NA",""
"INTL.66-13-FRO-TBPD.A","            Residual fuel oil (Mb/d)","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.3","0.273698630136986",""
"","Fiji","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","    Bunker","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.54-13-FJI-TBPD.A","        Refined petroleum products (Mb/d)","","","","","NA","NA","0.2","2.1","2","2.5","2.5","2.2","0.6","1.2","1.1","1.1","1.1","1.1","1","0.5","0.8","0.8","0.6","1.4","1.7","1.4","1.3","7.2","6","3.7","3.7","3.7","3.7","3.5","3.45443835616438",""
"INTL.65-13-FJI-TBPD.A","            Distillate fuel oil (Mb/d)","","","","","","","0.2","2.1","2","2.4","2.4","2","0.4","1","1","1","0.9","1","0.8","0.4","0.8","0.8","0.6","1.4","1.6","1.4","1.3","1.3","1.1","NA","NA","NA","NA","NA","NA",""
"INTL.66-13-FJI-TBPD.A","            Residual fuel oil (Mb/d)","","","","","","","0","0","0","0.1","0.1","0.2","0.1","0.1","0.1","0.2","0.2","0.2","0.1","0.1","","0.0182465753424658","0.0182465753424658","0.0182465753424658","0.0182465753424658","0.0182465753424658","0.0182465753424658","0.05473972602","0.1","0.0866712328767123","0.0912328767123288","0.0866712328767123","0.0866712328767123","0","0",""
"","Finland","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","    Bunker","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.54-13-FIN-TBPD.A","        Refined petroleum products (Mb/d)","16","14","12","13","15","8.6","9.5","8.7","8.6","9.8","11","10","13","9.9","7.8","0","0.6","1.3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"INTL.65-13-FIN-TBPD.A","            Distillate fuel oil (Mb/d)","","","","","2","1.4","1.6","1.8","1.9","2.2","2.5","2.3","2.7","2.9","3","0","0.2","0.5","0","0","0","0","0","0","0","0","0","0","0","NA","NA","NA","NA","NA","NA",""
"INTL.66-13-FIN-TBPD.A","            Residual fuel oil (Mb/d)","8","9","10","11","13","7.2","7.9","6.9","6.7","7.6","8.1","7.7","10","7","4.8","0","0.4","0.8","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"","Former Czechoslovakia","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","    Bunker","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.54-13-CSK-TBPD.A","        Refined petroleum products (Mb/d)","0","0","0","0","0","0","0","0","0","0","0","0","0","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--",""
"INTL.65-13-CSK-TBPD.A","            Distillate fuel oil (Mb/d)","","","","","0","0","0","0","0","0","0","0","0","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--",""
"INTL.66-13-CSK-TBPD.A","            Residual fuel oil (Mb/d)","0","0","0","0","0","0","0","0","0","0","0","0","0","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--",""
"","Former Serbia and Montenegro","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","    Bunker","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.54-13-SCG-TBPD.A","        Refined petroleum products (Mb/d)","","","","","--","--","--","--","--","--","--","--","0","0","0","0","1.2","1.2","2.1","2.1","0","0","0","1.3","1.3","--","--","--","--","--","--","--","--","--","--",""
"INTL.65-13-SCG-TBPD.A","            Distillate fuel oil (Mb/d)","","","","","","","--","--","--","--","--","--","0","0","0","0","1.2","1.2","2.1","2.1","0","0","0","1.3","1.3","--","--","--","--","--","--","--","--","--","--",""
"INTL.66-13-SCG-TBPD.A","            Residual fuel oil (Mb/d)","","","","","","","--","--","--","--","--","--","0","0","0","0","0","0","0","0","0","0","0","0","0","--","--","--","--","--","--","--","--","--","--",""
"","Former U.S.S.R.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","    Bunker","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.54-13-SUN-TBPD.A","        Refined petroleum products (Mb/d)","","","","","NA","NA","80","82","91","89","78","80","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--",""
"INTL.65-13-SUN-TBPD.A","            Distillate fuel oil (Mb/d)","","","","","","","0","0","0","0","0","0","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--",""
"INTL.66-13-SUN-TBPD.A","            Residual fuel oil (Mb/d)","","","","","","","80","82","91","89","78","80","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--",""
"","Former Yugoslavia","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","    Bunker","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.54-13-YUG-TBPD.A","        Refined petroleum products (Mb/d)","","","","","NA","NA","0","0","0","0","0","0","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--",""
"INTL.65-13-YUG-TBPD.A","            Distillate fuel oil (Mb/d)","","","","","","","0","0","0","0","0","0","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--",""
"INTL.66-13-YUG-TBPD.A","            Residual fuel oil (Mb/d)","","","","","","","0","0","0","0","0","0","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--",""
"","France","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","    Bunker","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.54-13-FRA-TBPD.A","        Refined petroleum products (Mb/d)","61","60","57","45","42","43","42","41","44","47","54","53","47","46","38","45","50","53","48","54","56","47","46","52","58","54","53","54","47","47","45","49","46","39","33.69260273972601",""
"INTL.65-13-FRA-TBPD.A","            Distillate fuel oil (Mb/d)","","","","","6.6","6.5","8.2","6.4","6.7","7.8","8.5","8","8.2","7.8","5.6","6","7.4","9.5","8.6","9.5","11","9.1","7.9","9.9","9.3","9.3","5.2","4.6","4.6","NA","NA","NA","NA","NA","NA",""
"INTL.66-13-FRA-TBPD.A","            Residual fuel oil (Mb/d)","37","38","48","39","35","36","33","34","37","40","45","45","39","38","32","38","43","43","39","45","45","38","38","42","48","45","47","49","42","43","41","45","42","37","31.5608219178082",""
"","French Guiana","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","    Bunker","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.54-13-GUF-TBPD.A","        Refined petroleum products (Mb/d)","","","","","NA","NA","0","0","0.02431","0.3","0.3","0.4","0.4","0.4","0.4","0.4","0.3","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.0828169398907104","0.2","0.4","0.5","0.4","0.8","0.9","0.8","0.8","0.9","0.869041095890411",""
"INTL.65-13-GUF-TBPD.A","            Distillate fuel oil (Mb/d)","","","","","","","0","0","0.02431","0.3","0.3","0.4","0.4","0.4","0.4","0.4","0.3","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.0828169398907104","0.2","0.4","0","0","NA","NA","NA","NA","NA","NA",""
"INTL.66-13-GUF-TBPD.A","            Residual fuel oil (Mb/d)","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"","French Polynesia","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","    Bunker","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.54-13-PYF-TBPD.A","        Refined petroleum products (Mb/d)","","","","","NA","NA","0.03649","0.6","1.7","1.5","1.5","1.5","0.6","1.5","0.8","0.9","0.9","0.9","0.9","0.9","0.7","0.7","0.9","0.9","1","1","1.1","1.1","1.2","1","1","1","1","1.1","1.1173150684931514",""
"INTL.65-13-PYF-TBPD.A","            Distillate fuel oil (Mb/d)","","","","","","","0","0.5","1.7","1.5","1.5","1.5","0.6","1.5","0.8","0.8","0.8","0.8","0.8","0.8","0.7","0.7","0.8","0.8","1","1","1.1","0.9","1","NA","NA","NA","NA","NA","NA",""
"INTL.66-13-PYF-TBPD.A","            Residual fuel oil (Mb/d)","","","","","","","0.03649","0.1","0.05459","0.03649","0.03649","0.03649","0.03639","0.03649","0.03649","0.03649","0.03639","0.03649","0.03649","0.0364931506849315","0.0363934426229508","0.0364931506849315","0.0547397260273973","0.0547397260273973","0.0545901639344262","0.0547397260273973","0.072986301369863","0.07298630136","0.0669649314978","0.0447041095890411","0.0364931506849315","0.0447041095890411","0.0447041095890411","0.0364931506849315","0.0364931506849315",""
"","Gabon","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","    Bunker","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.54-13-GAB-TBPD.A","        Refined petroleum products (Mb/d)","","","","","NA","NA","2.2","1.8","1.9","1.9","1.9","2.8","1.9","1.2","1.3","2.7","2.9","2.8","6.3","6.3","1.3","0","3.7","4","4.1","3.6","4.3","4.1","5.1","4.4","5.5","5.1","5.4","5.3","4.94098630136987",""
"INTL.65-13-GAB-TBPD.A","            Distillate fuel oil (Mb/d)","","","","","","","0.6","1.1","1.1","1.1","1.1","1.9","1.1","1.2","1.3","1.9","2.1","1.8","1.9","1.9","0","0","1.2","2.2","2.2","1.6","2.3","1","1.2","NA","NA","NA","NA","NA","NA",""
"INTL.66-13-GAB-TBPD.A","            Residual fuel oil (Mb/d)","","","","","","","1.6","0.8","0.8","0.9","0.8","0.9","0.8","0","0","0.8","0.8","1","4.4","4.4","1.3","0","2.4","1.8","1.9","2","2","2","2.4","2.4","2.2","2.2","2.1","2","1.98887671232877",""
"","Gambia, The","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","    Bunker","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.54-13-GMB-TBPD.A","        Refined petroleum products (Mb/d)","","","","","NA","NA","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"INTL.65-13-GMB-TBPD.A","            Distillate fuel oil (Mb/d)","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","NA","NA","NA","NA","NA","NA",""
"INTL.66-13-GMB-TBPD.A","            Residual fuel oil (Mb/d)","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"","Georgia","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","    Bunker","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.54-13-GEO-TBPD.A","        Refined petroleum products (Mb/d)","","","","","--","--","--","--","--","--","--","--","0","0","0","0","0","0","0","0","0","0","0","0","0.8","0.4","0.8","1","0.9","0.9","0.9","0.8","0.8","1.8","1.73808219178082",""
"INTL.65-13-GEO-TBPD.A","            Distillate fuel oil (Mb/d)","","","","","","","--","--","--","--","--","--","0","0","0","0","0","0","0","0","0","0","0","0","0.8","0.4","0.8","0","0","NA","NA","NA","NA","NA","NA",""
"INTL.66-13-GEO-TBPD.A","            Residual fuel oil (Mb/d)","","","","","","","--","--","--","--","--","--","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"","Germany","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","    Bunker","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.54-13-DEU-TBPD.A","        Refined petroleum products (Mb/d)","","","","","--","--","--","--","--","--","--","38","34","42","39","39","39","41","38","39","41","42","45","49","49","46","48","57","55","51","52","51","47","43","42.9893150684931",""
"INTL.65-13-DEU-TBPD.A","            Distillate fuel oil (Mb/d)","","","","","--","--","--","--","--","--","--","9.9","10","11","11","11","14","14","11","11","11","10","11","11","9.2","9","11","12","9.8","NA","NA","NA","NA","NA","NA",""
