,regions,product,year,value
6918,Antigua and Barbuda,        Refined petroleum products (Mb/d),1990,0.7
6919,Antigua and Barbuda,            Distillate fuel oil (Mb/d),1990,0.7
6920,Antigua and Barbuda,            Residual fuel oil (Mb/d),1990,0
6921,Argentina,        Refined petroleum products (Mb/d),1990,13
6922,Argentina,            Distillate fuel oil (Mb/d),1990,5.4
6923,Argentina,            Residual fuel oil (Mb/d),1990,7.2
6924,Armenia,        Refined petroleum products (Mb/d),1990,--
6925,Armenia,            Distillate fuel oil (Mb/d),1990,--
6926,Armenia,            Residual fuel oil (Mb/d),1990,--
6927,Aruba,        Refined petroleum products (Mb/d),1990,0
6928,Aruba,            Distillate fuel oil (Mb/d),1990,0
6929,Aruba,            Residual fuel oil (Mb/d),1990,0
6930,Australia,        Refined petroleum products (Mb/d),1990,11
6931,Australia,            Distillate fuel oil (Mb/d),1990,2.6
6932,Australia,            Residual fuel oil (Mb/d),1990,8.8
6933,Austria,        Refined petroleum products (Mb/d),1990,0
6934,Austria,            Distillate fuel oil (Mb/d),1990,0
6935,Austria,            Residual fuel oil (Mb/d),1990,0
6936,Azerbaijan,        Refined petroleum products (Mb/d),1990,--
6937,Azerbaijan,            Distillate fuel oil (Mb/d),1990,--
6938,Azerbaijan,            Residual fuel oil (Mb/d),1990,--
6939,Bahrain,        Refined petroleum products (Mb/d),1990,13
6940,Bahrain,            Distillate fuel oil (Mb/d),1990,11
6941,Bahrain,            Residual fuel oil (Mb/d),1990,2
6942,Bangladesh,        Refined petroleum products (Mb/d),1990,0.2
6943,Bangladesh,            Distillate fuel oil (Mb/d),1990,0.2
6944,Bangladesh,            Residual fuel oil (Mb/d),1990,0
6945,Barbados,        Refined petroleum products (Mb/d),1990,2.6
6946,Barbados,            Distillate fuel oil (Mb/d),1990,2.5
6947,Barbados,            Residual fuel oil (Mb/d),1990,0.1
6948,Belarus,        Refined petroleum products (Mb/d),1990,--
6949,Belarus,            Distillate fuel oil (Mb/d),1990,--
6950,Belarus,            Residual fuel oil (Mb/d),1990,--
6951,Belgium,        Refined petroleum products (Mb/d),1990,77
6952,Belgium,            Distillate fuel oil (Mb/d),1990,14
6953,Belgium,            Residual fuel oil (Mb/d),1990,63
6954,Belize,        Refined petroleum products (Mb/d),1990,0.2
6955,Belize,            Distillate fuel oil (Mb/d),1990,0.2
6956,Belize,            Residual fuel oil (Mb/d),1990,0
6957,Benin,        Refined petroleum products (Mb/d),1990,0.3
6958,Benin,            Distillate fuel oil (Mb/d),1990,0.3
6959,Benin,            Residual fuel oil (Mb/d),1990,0
6960,Bermuda,        Refined petroleum products (Mb/d),1990,0.4
6961,Bermuda,            Distillate fuel oil (Mb/d),1990,0.4
6962,Bermuda,            Residual fuel oil (Mb/d),1990,0
6963,Bhutan,        Refined petroleum products (Mb/d),1990,0
6964,Bhutan,            Distillate fuel oil (Mb/d),1990,0
6965,Bhutan,            Residual fuel oil (Mb/d),1990,0
6966,Bolivia,        Refined petroleum products (Mb/d),1990,0
6967,Bolivia,            Distillate fuel oil (Mb/d),1990,0
6968,Bolivia,            Residual fuel oil (Mb/d),1990,0
6969,Bosnia and Herzegovina,        Refined petroleum products (Mb/d),1990,--
6970,Bosnia and Herzegovina,            Distillate fuel oil (Mb/d),1990,--
6971,Bosnia and Herzegovina,            Residual fuel oil (Mb/d),1990,--
6972,Botswana,        Refined petroleum products (Mb/d),1990,0
6973,Botswana,            Distillate fuel oil (Mb/d),1990,0
6974,Botswana,            Residual fuel oil (Mb/d),1990,0
6975,Brazil,        Refined petroleum products (Mb/d),1990,20
6976,Brazil,            Distillate fuel oil (Mb/d),1990,13
6977,Brazil,            Residual fuel oil (Mb/d),1990,7.5
6978,British Virgin Islands,        Refined petroleum products (Mb/d),1990,0
6979,British Virgin Islands,            Distillate fuel oil (Mb/d),1990,0
6980,British Virgin Islands,            Residual fuel oil (Mb/d),1990,0
6981,Brunei,        Refined petroleum products (Mb/d),1990,0
6982,Brunei,            Distillate fuel oil (Mb/d),1990,0
6983,Brunei,            Residual fuel oil (Mb/d),1990,0
6984,Bulgaria,        Refined petroleum products (Mb/d),1990,0
6985,Bulgaria,            Distillate fuel oil (Mb/d),1990,0
6986,Bulgaria,            Residual fuel oil (Mb/d),1990,0
6987,Burkina Faso,        Refined petroleum products (Mb/d),1990,0
6988,Burkina Faso,            Distillate fuel oil (Mb/d),1990,0
6989,Burkina Faso,            Residual fuel oil (Mb/d),1990,0
6990,Burma,        Refined petroleum products (Mb/d),1990,0
6991,Burma,            Distillate fuel oil (Mb/d),1990,0
6992,Burma,            Residual fuel oil (Mb/d),1990,0
6993,Burundi,        Refined petroleum products (Mb/d),1990,0.04345
6994,Burundi,            Distillate fuel oil (Mb/d),1990,0.04345
6995,Burundi,            Residual fuel oil (Mb/d),1990,0
6996,Cabo Verde,        Refined petroleum products (Mb/d),1990,0.1
6997,Cabo Verde,            Distillate fuel oil (Mb/d),1990,0.1
6998,Cabo Verde,            Residual fuel oil (Mb/d),1990,0
6999,Cambodia,        Refined petroleum products (Mb/d),1990,0
7000,Cambodia,            Distillate fuel oil (Mb/d),1990,0
7001,Cambodia,            Residual fuel oil (Mb/d),1990,0
7002,Cameroon,        Refined petroleum products (Mb/d),1990,1.1
7003,Cameroon,            Distillate fuel oil (Mb/d),1990,1.1
7004,Cameroon,            Residual fuel oil (Mb/d),1990,0
7005,Canada,        Refined petroleum products (Mb/d),1990,12
7006,Canada,            Distillate fuel oil (Mb/d),1990,3.3
7007,Canada,            Residual fuel oil (Mb/d),1990,8.6
7008,Cayman Islands,        Refined petroleum products (Mb/d),1990,0.2
7009,Cayman Islands,            Distillate fuel oil (Mb/d),1990,0.2
7010,Cayman Islands,            Residual fuel oil (Mb/d),1990,0
7011,Central African Republic,        Refined petroleum products (Mb/d),1990,0.3
7012,Central African Republic,            Distillate fuel oil (Mb/d),1990,0.3
7013,Central African Republic,            Residual fuel oil (Mb/d),1990,0
7014,Chad,        Refined petroleum products (Mb/d),1990,0.5
7015,Chad,            Distillate fuel oil (Mb/d),1990,0.5
7016,Chad,            Residual fuel oil (Mb/d),1990,0
7017,Chile,        Refined petroleum products (Mb/d),1990,0
7018,Chile,            Distillate fuel oil (Mb/d),1990,0
7019,Chile,            Residual fuel oil (Mb/d),1990,0
7020,China,        Refined petroleum products (Mb/d),1990,35
7021,China,            Distillate fuel oil (Mb/d),1990,0
7022,China,            Residual fuel oil (Mb/d),1990,35
7023,Colombia,        Refined petroleum products (Mb/d),1990,2.5
7024,Colombia,            Distillate fuel oil (Mb/d),1990,1.8
7025,Colombia,            Residual fuel oil (Mb/d),1990,0.7
7026,Comoros,        Refined petroleum products (Mb/d),1990,0
7027,Comoros,            Distillate fuel oil (Mb/d),1990,0
7028,Comoros,            Residual fuel oil (Mb/d),1990,0
7029,Congo-Brazzaville,        Refined petroleum products (Mb/d),1990,0.1
7030,Congo-Brazzaville,            Distillate fuel oil (Mb/d),1990,0.02438
7031,Congo-Brazzaville,            Residual fuel oil (Mb/d),1990,0.09123
7032,Congo-Kinshasa,        Refined petroleum products (Mb/d),1990,2.8
7033,Congo-Kinshasa,            Distillate fuel oil (Mb/d),1990,2.2
7034,Congo-Kinshasa,            Residual fuel oil (Mb/d),1990,0.6
7035,Cook Islands,        Refined petroleum products (Mb/d),1990,0.2
7036,Cook Islands,            Distillate fuel oil (Mb/d),1990,0.2
7037,Cook Islands,            Residual fuel oil (Mb/d),1990,0
7038,Costa Rica,        Refined petroleum products (Mb/d),1990,1.7
7039,Costa Rica,            Distillate fuel oil (Mb/d),1990,0.2
7040,Costa Rica,            Residual fuel oil (Mb/d),1990,1.4
7041,Croatia,        Refined petroleum products (Mb/d),1990,--
7042,Croatia,            Distillate fuel oil (Mb/d),1990,--
7043,Croatia,            Residual fuel oil (Mb/d),1990,--
7044,Cuba,        Refined petroleum products (Mb/d),1990,3.3
7045,Cuba,            Distillate fuel oil (Mb/d),1990,1.7
7046,Cuba,            Residual fuel oil (Mb/d),1990,1.6
7047,Cyprus,        Refined petroleum products (Mb/d),1990,6.2
7048,Cyprus,            Distillate fuel oil (Mb/d),1990,5.6
7049,Cyprus,            Residual fuel oil (Mb/d),1990,0.6
7050,Czech Republic,        Refined petroleum products (Mb/d),1990,--
7051,Czech Republic,            Distillate fuel oil (Mb/d),1990,--
7052,Czech Republic,            Residual fuel oil (Mb/d),1990,--
7053,Côte d’Ivoire,        Refined petroleum products (Mb/d),1990,1.4
7054,Côte d’Ivoire,            Distillate fuel oil (Mb/d),1990,1.4
7055,Côte d’Ivoire,            Residual fuel oil (Mb/d),1990,0.01824
7056,Denmark,        Refined petroleum products (Mb/d),1990,18
7057,Denmark,            Distillate fuel oil (Mb/d),1990,5.6
7058,Denmark,            Residual fuel oil (Mb/d),1990,12
7059,Djibouti,        Refined petroleum products (Mb/d),1990,7.6
7060,Djibouti,            Distillate fuel oil (Mb/d),1990,2.3
7061,Djibouti,            Residual fuel oil (Mb/d),1990,5.3
7062,Dominica,        Refined petroleum products (Mb/d),1990,0
7063,Dominica,            Distillate fuel oil (Mb/d),1990,0
7064,Dominica,            Residual fuel oil (Mb/d),1990,0
7065,Dominican Republic,        Refined petroleum products (Mb/d),1990,0
7066,Dominican Republic,            Distillate fuel oil (Mb/d),1990,0
7067,Dominican Republic,            Residual fuel oil (Mb/d),1990,0
7068,Ecuador,        Refined petroleum products (Mb/d),1990,3.9
7069,Ecuador,            Distillate fuel oil (Mb/d),1990,1.3
7070,Ecuador,            Residual fuel oil (Mb/d),1990,2.6
7071,Egypt,        Refined petroleum products (Mb/d),1990,47
7072,Egypt,            Distillate fuel oil (Mb/d),1990,12
7073,Egypt,            Residual fuel oil (Mb/d),1990,35
7074,El Salvador,        Refined petroleum products (Mb/d),1990,0
7075,El Salvador,            Distillate fuel oil (Mb/d),1990,0
7076,El Salvador,            Residual fuel oil (Mb/d),1990,0
7077,Equatorial Guinea,        Refined petroleum products (Mb/d),1990,0
7078,Equatorial Guinea,            Distillate fuel oil (Mb/d),1990,0
7079,Equatorial Guinea,            Residual fuel oil (Mb/d),1990,0
7080,Eritrea,        Refined petroleum products (Mb/d),1990,--
7081,Eritrea,            Distillate fuel oil (Mb/d),1990,--
7082,Eritrea,            Residual fuel oil (Mb/d),1990,--
7083,Estonia,        Refined petroleum products (Mb/d),1990,--
7084,Estonia,            Distillate fuel oil (Mb/d),1990,--
7085,Estonia,            Residual fuel oil (Mb/d),1990,--
7086,Eswatini,        Refined petroleum products (Mb/d),1990,0
7087,Eswatini,            Distillate fuel oil (Mb/d),1990,0
7088,Eswatini,            Residual fuel oil (Mb/d),1990,0
7089,Ethiopia,        Refined petroleum products (Mb/d),1990,1.3
7090,Ethiopia,            Distillate fuel oil (Mb/d),1990,1.3
7091,Ethiopia,            Residual fuel oil (Mb/d),1990,0
7092,Falkland Islands,        Refined petroleum products (Mb/d),1990,0
7093,Falkland Islands,            Distillate fuel oil (Mb/d),1990,0
7094,Falkland Islands,            Residual fuel oil (Mb/d),1990,0
7095,Faroe Islands,        Refined petroleum products (Mb/d),1990,0
7096,Faroe Islands,            Distillate fuel oil (Mb/d),1990,0
7097,Faroe Islands,            Residual fuel oil (Mb/d),1990,0
7098,Fiji,        Refined petroleum products (Mb/d),1990,2.5
7099,Fiji,            Distillate fuel oil (Mb/d),1990,2.4
7100,Fiji,            Residual fuel oil (Mb/d),1990,0.1
7101,Finland,        Refined petroleum products (Mb/d),1990,11
7102,Finland,            Distillate fuel oil (Mb/d),1990,2.5
7103,Finland,            Residual fuel oil (Mb/d),1990,8.1
7104,Former Czechoslovakia,        Refined petroleum products (Mb/d),1990,0
7105,Former Czechoslovakia,            Distillate fuel oil (Mb/d),1990,0
7106,Former Czechoslovakia,            Residual fuel oil (Mb/d),1990,0
7107,Former Serbia and Montenegro,        Refined petroleum products (Mb/d),1990,--
7108,Former Serbia and Montenegro,            Distillate fuel oil (Mb/d),1990,--
7109,Former Serbia and Montenegro,            Residual fuel oil (Mb/d),1990,--
7110,Former U.S.S.R.,        Refined petroleum products (Mb/d),1990,78
7111,Former U.S.S.R.,            Distillate fuel oil (Mb/d),1990,0
7112,Former U.S.S.R.,            Residual fuel oil (Mb/d),1990,78
7113,Former Yugoslavia,        Refined petroleum products (Mb/d),1990,0
7114,Former Yugoslavia,            Distillate fuel oil (Mb/d),1990,0
7115,Former Yugoslavia,            Residual fuel oil (Mb/d),1990,0
7116,France,        Refined petroleum products (Mb/d),1990,54
7117,France,            Distillate fuel oil (Mb/d),1990,8.5
7118,France,            Residual fuel oil (Mb/d),1990,45
7119,French Guiana,        Refined petroleum products (Mb/d),1990,0.3
7120,French Guiana,            Distillate fuel oil (Mb/d),1990,0.3
7121,French Guiana,            Residual fuel oil (Mb/d),1990,0
7122,French Polynesia,        Refined petroleum products (Mb/d),1990,1.5
7123,French Polynesia,            Distillate fuel oil (Mb/d),1990,1.5
7124,French Polynesia,            Residual fuel oil (Mb/d),1990,0.03649
7125,Gabon,        Refined petroleum products (Mb/d),1990,1.9
7126,Gabon,            Distillate fuel oil (Mb/d),1990,1.1
7127,Gabon,            Residual fuel oil (Mb/d),1990,0.8
7128,"Gambia, The",        Refined petroleum products (Mb/d),1990,0
7129,"Gambia, The",            Distillate fuel oil (Mb/d),1990,0
7130,"Gambia, The",            Residual fuel oil (Mb/d),1990,0
7131,Georgia,        Refined petroleum products (Mb/d),1990,--
7132,Georgia,            Distillate fuel oil (Mb/d),1990,--
7133,Georgia,            Residual fuel oil (Mb/d),1990,--
7134,Germany,        Refined petroleum products (Mb/d),1990,--
7135,Germany,            Distillate fuel oil (Mb/d),1990,--
7136,Germany,            Residual fuel oil (Mb/d),1990,--
7137,"Germany, East",        Refined petroleum products (Mb/d),1990,5.7
7138,"Germany, East",            Distillate fuel oil (Mb/d),1990,0.9
7139,"Germany, East",            Residual fuel oil (Mb/d),1990,4.8
7140,"Germany, West",        Refined petroleum products (Mb/d),1990,41
7141,"Germany, West",            Distillate fuel oil (Mb/d),1990,11
7142,"Germany, West",            Residual fuel oil (Mb/d),1990,30
7143,Ghana,        Refined petroleum products (Mb/d),1990,0.9
7144,Ghana,            Distillate fuel oil (Mb/d),1990,0.9
7145,Ghana,            Residual fuel oil (Mb/d),1990,0
7146,Gibraltar,        Refined petroleum products (Mb/d),1990,8.4
7147,Gibraltar,            Distillate fuel oil (Mb/d),1990,1.3
7148,Gibraltar,            Residual fuel oil (Mb/d),1990,7
7149,Greece,        Refined petroleum products (Mb/d),1990,48
7150,Greece,            Distillate fuel oil (Mb/d),1990,11
7151,Greece,            Residual fuel oil (Mb/d),1990,37
7152,Greenland,        Refined petroleum products (Mb/d),1990,0
7153,Greenland,            Distillate fuel oil (Mb/d),1990,0
7154,Greenland,            Residual fuel oil (Mb/d),1990,0
7155,Grenada,        Refined petroleum products (Mb/d),1990,0.02438
7156,Grenada,            Distillate fuel oil (Mb/d),1990,0.02438
7157,Grenada,            Residual fuel oil (Mb/d),1990,0
7158,Guadeloupe,        Refined petroleum products (Mb/d),1990,2
7159,Guadeloupe,            Distillate fuel oil (Mb/d),1990,2
7160,Guadeloupe,            Residual fuel oil (Mb/d),1990,0
7161,Guam,        Refined petroleum products (Mb/d),1990,2.1
7162,Guam,            Distillate fuel oil (Mb/d),1990,1.4
7163,Guam,            Residual fuel oil (Mb/d),1990,0.7
7164,Guatemala,        Refined petroleum products (Mb/d),1990,2.9
7165,Guatemala,            Distillate fuel oil (Mb/d),1990,2.9
7166,Guatemala,            Residual fuel oil (Mb/d),1990,0
7167,Guinea,        Refined petroleum products (Mb/d),1990,0.3
7168,Guinea,            Distillate fuel oil (Mb/d),1990,0.3
7169,Guinea,            Residual fuel oil (Mb/d),1990,0
7170,Guinea-Bissau,        Refined petroleum products (Mb/d),1990,0.1
7171,Guinea-Bissau,            Distillate fuel oil (Mb/d),1990,0.1
7172,Guinea-Bissau,            Residual fuel oil (Mb/d),1990,0
7173,Guyana,        Refined petroleum products (Mb/d),1990,0.1
7174,Guyana,            Distillate fuel oil (Mb/d),1990,0.0869
7175,Guyana,            Residual fuel oil (Mb/d),1990,0.05473
7176,Haiti,        Refined petroleum products (Mb/d),1990,0.4
7177,Haiti,            Distillate fuel oil (Mb/d),1990,0.4
7178,Haiti,            Residual fuel oil (Mb/d),1990,0
7179,Hawaiian Trade Zone,        Refined petroleum products (Mb/d),1990,--
7180,Hawaiian Trade Zone,            Distillate fuel oil (Mb/d),1990,--
7181,Hawaiian Trade Zone,            Residual fuel oil (Mb/d),1990,--
7182,Honduras,        Refined petroleum products (Mb/d),1990,0.7
7183,Honduras,            Distillate fuel oil (Mb/d),1990,0
7184,Honduras,            Residual fuel oil (Mb/d),1990,0.7
7185,Hong Kong,        Refined petroleum products (Mb/d),1990,53
7186,Hong Kong,            Distillate fuel oil (Mb/d),1990,32
