API,Unnamed: 1,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015
India,            Distillate fuel oil (Mb/d),,,,,,,13,15,17,16,15,15,1.4,14,14,14,14,18,26,26,19,4.4,15,14,14,17,54,0.3,0,,,,,,,
India,            Residual fuel oil (Mb/d),,,,,,,1.6,3.2,5.1,3.1,3.1,3.2,3.3,3.2,2.5,2.5,0,6.1,7,7,6.5,6.7,1.2,0.9,0.6,0.4,3.6,0.6,0,2.3,0.0857589041095891,0.0437917808219178,23,24,24.5051506849315,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Indonesia,        Refined petroleum products (Mb/d),,,,,,,5.6,5.9,7.3,11,17,7.3,16,13,16,16,17,19,19,21,18,5.6,13,17,22,20,22,24,34,16,17,18,20,21,21.6016164383561,
Indonesia,            Distillate fuel oil (Mb/d),,,,,,,2.3,3,4.1,7.2,10,4.9,11,11,11,13,16,16,16,16,17,1.5,12,16,17,17,21,6.7,7.2,1.5,,,,,,
Indonesia,            Residual fuel oil (Mb/d),,,,,,,3.2,2.9,3.2,3.7,6.6,2.4,4.9,2.4,4.6,2.6,1.1,2.9,3.1,5.5,1.1,4.1,1,1.1,5.2,2.4,1.4,1.6,1.6,1.7,1.8,1.9,2.1,2.2,2.26257534246575,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iran,        Refined petroleum products (Mb/d),,,,,,,24,25,28,27,51,49,9,11,9.8,10,10,10,13,15,42,30,32,34,30,29,30,37,38,85,70,67,60,59,94.6310684931506,
Iran,            Distillate fuel oil (Mb/d),,,,,,,4.2,5.2,5.8,6.5,1.4,1.6,1.8,2,1.6,2,2.2,2,2,2,2.3,2.4,21,23,19,17,22,0,0,,,,,,,
Iran,            Residual fuel oil (Mb/d),,,,,,,20,20,22,20,49,48,7.3,9.1,8.2,8.2,8.2,8.5,11,13,40,28,11,11,11,12,8.4,15,15,59,42,40,33,31,64.9213150684931,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iraq,        Refined petroleum products (Mb/d),,,,,,,3.7,3.8,2.9,3.8,2.8,0.9,0,0,0,0,0,0,0,0,0,0,0,8.8,8.8,7.1,17,18,14,15,23,23,11,12,14.8799726027398,
Iraq,            Distillate fuel oil (Mb/d),,,,,,,0.09753,0.1,0.1,0.1,0.09753,0,0,0,0,0,0,0,0,0,0,0,0,8.8,8.8,7.1,17,0,0,,,,,,,
Iraq,            Residual fuel oil (Mb/d),,,,,,,3.6,3.6,2.7,3.6,2.7,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.6,3,3.3,3.3,3.43035616438356,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ireland,        Refined petroleum products (Mb/d),6,5,0,0,0.6,0.6,0.4,0.3,0.4,0.4,0.5,0.6,0.3,0.7,0.7,2.3,3,3,3.1,3.1,3,3.2,2.9,3.3,2.9,2.1,2.4,2.1,1.6,1.9,2.3,1.6,1.9,2.6,2.56471232876713,
Ireland,            Distillate fuel oil (Mb/d),,,,,0.4,0.3,0.2,0.2,0.3,0.2,0.3,0.2,0.0407650273,0.3,0.4,1.5,2,2.1,2.2,2.3,2.3,2.6,2,2.2,2.1,1.7,1.5,0.9,0.8,,,,,,,
Ireland,            Residual fuel oil (Mb/d),1,0,0,0,0.2,0.2,0.2,0.2,0.2,0.1,0.2,0.4,0.2,0.4,0.4,0.8,1,0.9,0.9,0.8,0.7,0.6,0.9,1.1,0.8,0.4,0.9,1.2,0.8,0.6,0.7,0.3,0.4,0.3,0.353424657534247,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Israel,        Refined petroleum products (Mb/d),0,0,5,4,2.1,2.7,2.1,2.5,2.1,2.4,3.3,4.1,3.5,3.6,3.8,3.9,1.8,3.4,2.9,2.8,3.5,3.3,5,5,4.1,5.2,4.8,6.2,7,6.4,6.2,5.7,5.9,4.5,2.18695890410959,
Israel,            Distillate fuel oil (Mb/d),,,,,,,6.6,2.4,2.2,2.5,2.5,2.9,0,11,9.4,10,8.8,1.7,1.4,1.2,1.2,0.9,1.6,1.4,1,2,0.8,0.7,0.7,,,,,,,
Israel,            Residual fuel oil (Mb/d),0,0,0,0,1.5,1.9,1.6,1.9,1.6,1.6,2.3,3,2.4,2.2,2.2,2.1,0.8,2,1.6,1.6,2.2,2.3,3.4,3.7,3.3,4.3,4.1,5.5,6.3,5.8,5.5,4.7,4.7,3.8,1.69643835616438,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Italy,        Refined petroleum products (Mb/d),70,73,78,62,59,62,67,63,59,55,51,48,46,46,45,47,45,45,55,49,50,50,55,59,64,64,61,54,70,61,63,66,57,46,42.4867397260274,
Italy,            Distillate fuel oil (Mb/d),,,,,13,14,16,15,14,15,14,13,13,12,12,13,13,15,20,19,16,16,15,15,15,14,13,9.7,13,,,,,,,
Italy,            Residual fuel oil (Mb/d),37,59,63,49,46,48,51,47,44,40,37,35,33,33,33,34,32,31,34,31,33,35,40,44,48,49,48,44,56,48,49,52,44,35,32.6917808219178,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jamaica,        Refined petroleum products (Mb/d),,,,,,,0.4,0.6,1.6,0.03295,0.2,0.8,0.8,0.8,0.7,0.6,0.8,1.5,1.5,1.5,0.6,0.6,0.6,0.6,4.5,4,5.6,5.8,4.9,4.1,5.7,5.8,5.4,5.3,7.70241095890411,
Jamaica,            Distillate fuel oil (Mb/d),,,,,,,0.3,0.4,0.7,0.03295,0.09636,0.3,0.8,0.8,0.7,0.6,0.8,1.5,1.5,1.5,0.3,0.3,0.3,0.3,4.2,3.7,5.3,0.3,0.3,,,,,,,
Jamaica,            Residual fuel oil (Mb/d),,,,,,,0.1,0.2,0.9,0,0.1,0.5,0,0,0,0,0,0,0,0,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,1.2,1.4,1.1,1.1,3.3573698630137,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Japan,        Refined petroleum products (Mb/d),183,168,132,133,136,136,109,99,89,93,98,108,108,125,128,116,80,96,106,100,91,87,84,92,100,107,109,104,96,87,82,76,74,72,65.8774246575343,
Japan,            Distillate fuel oil (Mb/d),,,,,11,12,9,9.2,7.5,7.9,8.9,8.4,8.2,8.4,7.7,6.5,4.8,4.3,4.5,5.6,5.5,3.7,2.2,3.5,3.4,3.7,4.1,5.8,3.8,,,,,,,
Japan,            Residual fuel oil (Mb/d),142,157,120,120,125,124,100,90,81,85,89,100,100,116,120,109,75,92,101,94,86,83,82,89,97,104,105,98,92,84,80,74,72,68,63.7352876712329,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jordan,        Refined petroleum products (Mb/d),,,,,,,4.1,4,4.1,4.3,5,2.3,4.7,4.9,4.6,5.3,6.4,6.4,4.8,5,0.8,0.1,0.1,4.8,5.3,4.2,2.4,7.3,2.6,7.8,7.9,7.2,7.9,7.9,7.12356164383562,
Jordan,            Distillate fuel oil (Mb/d),,,,,,,4.1,4,4.1,4.1,5,2.3,4.7,4.9,4.5,5.3,6.4,6.4,4.8,4.8,0.2,0.0408767123287671,0.0408767123287671,4.7,4.6,3.4,1.9,0.3,0.2,,,,,,,
Jordan,            Residual fuel oil (Mb/d),,,,,,,0,0,0,0.2,0,0,0,0,0.05021,0,0,0,0.03649,0.1,0.6,0.072986301369863,0.072986301369863,0.1,0.7,0.8,0.5,0.5,0.3,0.4,0.2,0.0547397260273973,0.2,0.0912328767123288,0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kazakhstan,        Refined petroleum products (Mb/d),,,,,--,--,--,--,--,--,--,--,0,0,0,0,8.1,6.5,5.2,5.2,0,0,0,0,0,0,5.4,6.6,6.9,3.8,4.4,3.8,4.3,3.6,4.91008219178082,
Kazakhstan,            Distillate fuel oil (Mb/d),,,,,,,--,--,--,--,--,--,0,0,0,0,8.1,6.5,5.2,5.2,0,0,0,0,0,0,5.4,0,0,,,,,,,
Kazakhstan,            Residual fuel oil (Mb/d),,,,,,,--,--,--,--,--,--,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenya,        Refined petroleum products (Mb/d),,,,,,,9.1,4.5,2,3,3.1,2.4,2.8,3.1,2.5,1,1,4.1,1.3,1.6,1.6,1.6,1.6,0.2,0.7,1.1,0.9,0.9,12,13,12,15,15,13,12.2273150684932,
Kenya,            Distillate fuel oil (Mb/d),,,,,,,6.1,2.1,0.3,0.6,0.3,0.2,0.5,0.4,0.2,0.08175,0.1,0.6,0.1,0.1,0.1,0.1,0.1,0.0408767123287671,0.3,0.6,0.4,0.4,0,,,,,,,
Kenya,            Residual fuel oil (Mb/d),,,,,,,3,2.5,1.6,2.4,2.7,2.2,2.3,2.7,2.3,0.9,0.9,3.5,1.2,1.4,1.4,1.4,1.4,0.2,0.4,0.4,0.5,0.5,0.01824657534,0.5,0.0912328767123288,0.4,0.2,0.6,0.693369863013699,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kiribati,        Refined petroleum products (Mb/d),,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0243169398907104,0.0461095890410959,0.0461095890410959,0.04610958904,0.04610958904,0.0461095890410959,0.0461095890410959,0.0461095890410959,0.0461095890410959,0.0869041095890411,0.0869041095890411,
Kiribati,            Distillate fuel oil (Mb/d),,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0243169398907104,0.0461095890410959,0.0461095890410959,0,0,,,,,,,
Kiribati,            Residual fuel oil (Mb/d),,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kosovo,        Refined petroleum products (Mb/d),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3,0.3,0.3,0.3,0.0434520547945205,
Kosovo,            Distillate fuel oil (Mb/d),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kosovo,            Residual fuel oil (Mb/d),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kuwait,        Refined petroleum products (Mb/d),,,,,,,25,24,25,26,20,2.7,4.8,14,10,11,12,13,16,16,12,9.7,10,10,27,17,24,22,34,24,25,35,37,37,36.5249315068493,
Kuwait,            Distillate fuel oil (Mb/d),,,,,,,10,10,11,12,7.3,2.4,0.2,6.9,7.6,8.6,8.8,9.8,6.9,7.1,3,2.6,2.5,2.7,19,9.7,14,1,2.1,,,,,,,
Kuwait,            Residual fuel oil (Mb/d),,,,,,,14,14,15,15,13,0.4,4.5,7.3,2.6,2.7,2.7,2.7,8.9,9.2,8.5,7.1,7.6,7.8,8,7.3,9.5,8.3,17,6.4,9,18,18,19,18.9764383561644,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kyrgyzstan,        Refined petroleum products (Mb/d),,,,,--,--,--,--,--,--,--,--,1.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.6,11,5.8,1.1,1.1,1,0.0869041095890411,
Kyrgyzstan,            Distillate fuel oil (Mb/d),,,,,,,--,--,--,--,--,--,1.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
Kyrgyzstan,            Residual fuel oil (Mb/d),,,,,,,--,--,--,--,--,--,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Laos,        Refined petroleum products (Mb/d),,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.238986301369863,
Laos,            Distillate fuel oil (Mb/d),,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
Laos,            Residual fuel oil (Mb/d),,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Latvia,        Refined petroleum products (Mb/d),,,,,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,0,0,3.8,3.7,3.6,4.9,5.9,5.2,5.1,6,7.4,7.3,6.6,7.2,7.2,6.76038356164383,
Latvia,            Distillate fuel oil (Mb/d),,,,,,,--,--,--,--,--,--,0,0,0,0,0,0,0,0,0,2,1.5,1.5,2.5,2.7,2.7,1.2,0.9,,,,,,,
Latvia,            Residual fuel oil (Mb/d),,,,,,,--,--,--,--,--,--,0,0,0,0,0,0,0,0,0,1.8,2.2,2.1,2.4,3.2,2.5,2.2,3,4,3.4,2.6,2.9,3,3.04717808219178,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lebanon,        Refined petroleum products (Mb/d),,,,,,,0.4,3.6,2.4,2.1,1.7,1.5,0.2,0.7,3,3.6,3.7,3.8,7.9,7.9,0,0,0.3,3,3,3,2.5,3.2,4,4.2,5.3,5.4,5,6.1,5.54090410958904,
Lebanon,            Distillate fuel oil (Mb/d),,,,,,,0,3,2,2,1.5,1.3,0,0.7,3,3.6,3.7,3.8,7.9,7.9,0,0,0,2.7,2.8,2.8,2.2,0,0,,,,,,,
Lebanon,            Residual fuel oil (Mb/d),,,,,,,0.4,0.5,0.5,0.2,0.2,0.2,0.2,0,0,0,0,0,0,0,0,0,0.3,0.3,0.3,0.3,0.3,0.3,0.4,0.4,0.5,0.5,0.5,0.5,0.565643835616438,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lesotho,        Refined petroleum products (Mb/d),,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Lesotho,            Distillate fuel oil (Mb/d),,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
Lesotho,            Residual fuel oil (Mb/d),,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Liberia,        Refined petroleum products (Mb/d),,,,,,,1.2,1.3,1.2,1.1,0.5,0.3,0.2,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.6,0.3,0.3,0.3,0.3,0.3,0.3,0.4,0.416301369863014,
Liberia,            Distillate fuel oil (Mb/d),,,,,,,0.2,0.3,0.3,0.3,0.2,0.1,0.04076,0.1,0.1,0.1,0.1,0.1,0.08432,0.0843287671232877,0.1,0.1,0.1,0.1,0.1,0.1,0.4,0.04087671232,0.04087671232,,,,,,,
Liberia,            Residual fuel oil (Mb/d),,,,,,,1,1,0.9,0.9,0.3,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.182465753424658,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Libya,        Refined petroleum products (Mb/d),,,,,,,5.7,4.8,4.6,5.6,6,5.8,5.7,5.6,5.8,4.9,5.1,4.9,2.7,2.7,1.6,1.6,1.6,1.6,6.1,4.8,5.4,5.6,5.7,6.7,7.1,4,11,7.7,4.31882191780822,
Libya,            Distillate fuel oil (Mb/d),,,,,,,2.8,3.9,3.7,4.3,4.6,4.6,4.5,4.3,4.3,3.3,3.3,3.3,1.1,1.1,0,0,0,0,4.5,3.2,3.8,0,0,,,,,,,
Libya,            Residual fuel oil (Mb/d),,,,,,,2.9,0.9,0.9,1.3,1.5,1.3,1.3,1.3,1.5,1.6,1.8,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,2.1,6.5,4.3,1.73342465753425,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lithuania,        Refined petroleum products (Mb/d),,,,,--,--,--,--,--,--,--,--,0,0,0,0,0,1.1,1,1.4,1.8,1.9,1.9,2.1,2.8,3.3,3.7,3.8,3.3,3.2,3.7,3.9,3.6,3.1,1.84769863013699,
Lithuania,            Distillate fuel oil (Mb/d),,,,,,,--,--,--,--,--,--,0,0,0,0,0,0.1,0.4,0.5,0.4,0.4,0.4,0.4,1.1,1,1.4,0.3,0.3,,,,,,,
Lithuania,            Residual fuel oil (Mb/d),,,,,,,--,--,--,--,--,--,0,0,0,0,0,1,0.5,0.9,1.3,1.5,1.5,1.7,1.7,2.4,2.3,2,1.4,2.1,2.3,2.3,1.9,1.4,0.0547397260273973,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Luxembourg,        Refined petroleum products (Mb/d),0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Luxembourg,            Distillate fuel oil (Mb/d),,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
Luxembourg,            Residual fuel oil (Mb/d),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Macau,        Refined petroleum products (Mb/d),,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.3,0,3.6,3.2,3.3,3.3,3.2,4.54856552080641,
Macau,            Distillate fuel oil (Mb/d),,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
Macau,            Residual fuel oil (Mb/d),,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Madagascar,        Refined petroleum products (Mb/d),,,,,,,0.3,0.2,0.2,0.3,0.2,0.3,0.2,0.2,0.2,0.3,0.3,0.3,0.3,0.3,0.3,0.4,0.4,0.4,0.4,0.4,0.4,1,1.4,1,1,1,1,1.5,1.47991780821917,
Madagascar,            Distillate fuel oil (Mb/d),,,,,,,0.08304,0.0626,0.02166,0.08304,0.08304,0.08304,0.06114,0.08304,0.08304,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.07400728765536,,,,,,,
Madagascar,            Residual fuel oil (Mb/d),,,,,,,0.2,0.1,0.2,0.2,0.1,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.2,0.1,0.1,0.1,0.1,0.3,0.328438356164384,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Malawi,        Refined petroleum products (Mb/d),,,,,,,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.3,0.3,0.3,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0,0,0,0,0,0,0,0,0,
Malawi,            Distillate fuel oil (Mb/d),,,,,,,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.3,0.3,0.3,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0,0,0,,,,,,,
Malawi,            Residual fuel oil (Mb/d),,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Malaysia,        Refined petroleum products (Mb/d),,,,,,,6.5,6.9,7.2,1.3,1.8,2.2,2.2,2.4,1.2,4.7,4.9,3,8.3,7.4,4,2.9,1.8,1.4,46,2.4,36,47,46,46,51,57,54,69,57.0435616438356,
Malaysia,            Distillate fuel oil (Mb/d),,,,,,,6.2,6.4,6.6,0.4,0.8,1.1,1.2,1.3,0.5,0.6,0.7,0.5,0.9,1.4,0.9,0.6,1.3,0.9,45,2,36,0.3,0.3,,,,,,,
Malaysia,            Residual fuel oil (Mb/d),,,,,,,0.3,0.5,0.6,0.9,1,1,1,1.1,0.7,4.1,4.2,2.5,7.5,6,3,2.3,0.4,0.5,0.6,0.4,0.3,0.9,0.8,0.4,0.4,3.4,1,6.4,3.77704109589041,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maldives,        Refined petroleum products (Mb/d),,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.3,3.27901369863014,
Maldives,            Distillate fuel oil (Mb/d),,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
Maldives,            Residual fuel oil (Mb/d),,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mali,        Refined petroleum products (Mb/d),,,,,,,0.3,0.4,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.5,0.4,0.4,0.4,0.4,0.4,0.5,0.499698630136986,
Mali,            Distillate fuel oil (Mb/d),,,,,,,0.3,0.4,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0,0,,,,,,,
Mali,            Residual fuel oil (Mb/d),,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Malta,        Refined petroleum products (Mb/d),,,,,,,1.7,1.5,1.7,1.7,1.7,1.7,0.6,0.6,1.7,1.7,1.7,1.7,1.8,2,2,0.4,2.1,2.1,2.5,1.9,2,14,20,24,31,26,26,26,25.6695890410959,
Malta,            Distillate fuel oil (Mb/d),,,,,,,1.5,1.3,1.5,1.5,1.5,1.5,0.4,0.4,1.5,1.5,1.5,1.5,1.6,1.5,1.5,0,1.7,1.7,2.1,1.5,1.6,3.7,4.6,,,,,,,
Malta,            Residual fuel oil (Mb/d),,,,,,,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.5,0.4,0.4,0.4,0.4,0.4,0.4,0.4,8.9,13,15,23,18,18,20,19.5420821917808,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Martinique,        Refined petroleum products (Mb/d),,,,,,,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.6,0.7,0.7,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.9,1.4,1.1,1,1,1.1,1,0.9,0.9,0.9,1.1,1.05983561643836,
Martinique,            Distillate fuel oil (Mb/d),,,,,,,0,0.2,0,0,0,0,0,0.4,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.6,1.1,0.8,0.7,0.6,0.6,,,,,,,
Martinique,            Residual fuel oil (Mb/d),,,,,,,0.2,0,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.4,0.364931506849315,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mauritania,        Refined petroleum products (Mb/d),,,,,,,0.3,0.4,0.4,0.4,0.4,0.4,0.2,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.6,1.1,0.3,0.1,0.4,0.5,0.4,0.4,0.4,0.4,0.6,0.630054794520548,
Mauritania,            Distillate fuel oil (Mb/d),,,,,,,0.3,0.4,0.4,0.4,0.4,0.4,0.2,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.6,1.1,0.3,0.1,0.1,0.1,,,,,,,
Mauritania,            Residual fuel oil (Mb/d),,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mauritius,        Refined petroleum products (Mb/d),,,,,,,2.7,1.4,4.1,2.1,4.6,4.2,1.4,4.4,4.5,5.7,5.3,5.3,5.3,5.3,5,6.2,5,4.3,4.8,4.3,5.7,6.3,6.9,6.5,9.5,11,10,10,10.7039726027397,
