API,Unnamed: 1,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015
Burundi,            Distillate fuel oil (Mb/d),,,,,,,0.04345,0.04345,0,0.04345,0.04345,0.04345,0,0.04345,0.04345,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.1,0,0,,,,,,,
Burundi,            Residual fuel oil (Mb/d),,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cabo Verde,        Refined petroleum products (Mb/d),,,,,,,0.2,0.2,0.1,0.1,0.1,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0.2,0.2,0.3,0.4,0.4,0.4,0.4,2.3,2.31471232876712,
Cabo Verde,            Distillate fuel oil (Mb/d),,,,,,,0.2,0.2,0.1,0.1,0.1,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0.2,0.2,0.3,,,,,,,
Cabo Verde,            Residual fuel oil (Mb/d),,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0.291945205479452,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cambodia,        Refined petroleum products (Mb/d),,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.303333333333333,0.282438356164384,0.217260273972603,0.282438356164384,0.346666666666667,0.369342465753425,0.391068493150685,0.999397260273973,0.888333333333333,0.716958904109589,0.934219178082192,1.10802739726027,1.41219178082192,1.60772602739726,1.86843835616438,1.97706849315069
Cambodia,            Distillate fuel oil (Mb/d),,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,,,,,,,
Cambodia,            Residual fuel oil (Mb/d),,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cameroon,        Refined petroleum products (Mb/d),,,,,,,1.1,1.2,1.1,1.1,1.1,0.3,0,0.3,0.4,0.4,0.4,1.6,1.6,1.6,0.4,0.4,0.4,1.9,1.8,0.2,2.4,2.4,2.4,2.4,2.3,2.4,2.5,2.6,2.77038356164383,
Cameroon,            Distillate fuel oil (Mb/d),,,,,,,1.1,1.2,1.1,1.1,1.1,0.3,0,0.3,0.4,0.4,0.4,1.6,1.6,1.6,0.4,0.4,0.4,1.9,1.8,0.2,2.2,0.9,0.9,,,,,,,
Cameroon,            Residual fuel oil (Mb/d),,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0182465753424658,0,0,0,0,0.0363934426229508,0.0364931506849315,0.1,0.1,0.1,0.0912328767123288,0.072986301369863,0.072986301369863,0.072986301369863,0.072986301369863,0.072986301369863,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Canada,        Refined petroleum products (Mb/d),28,18,28,17,10,7.1,6.8,10,11,12,12,12,11,11,12,12,12,8.7,22,20,20,20,22,19,19,13,10,11,12,9.9,10,12,9.3,7,7.8821095890411,
Canada,            Distillate fuel oil (Mb/d),,,,,2.3,1.6,1.5,2.6,2.9,3.6,3.3,3,2.1,1.8,2,2.3,2.2,1.7,3.6,3.5,3.6,3.6,3.4,3.2,2.9,2.4,1.7,1.4,0.9,,,,,,,
Canada,            Residual fuel oil (Mb/d),24,14,21,13,7.6,5.5,5.2,7.8,7.9,8.9,8.6,9.3,9.3,8.7,9.8,9.3,9.9,7,18,17,17,16,18,16,16,11,8.3,9.4,11,8.9,9.7,11,8.8,6.5,7.3413698630137,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cayman Islands,        Refined petroleum products (Mb/d),,,,,,,0,0.02172,0.3,0.3,0.2,0.1,0,0,0.2,0.2,0.3,0.3,0.3,0.3,0.4,0.4,0.4,0.4,0.5,0.3,0.5,0.5,0.5,0.2,0.2,0.2,0.2,0.2,0.217260273972603,
Cayman Islands,            Distillate fuel oil (Mb/d),,,,,,,0,0.02172,0.3,0.3,0.2,0.1,0,0,0.2,0.2,0.3,0.3,0.3,0.3,0.4,0.4,0.4,0.4,0.5,0.3,0.5,0,0,,,,,,,
Cayman Islands,            Residual fuel oil (Mb/d),,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Central African Republic,        Refined petroleum products (Mb/d),,,,,,,0.02438,0.3,0.2,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0,0.3,0.4,0.4,0.4,0.3,0.6,0.6,0.7,0.7,0.7,0.7,0.7,0.7,0.716958904109589,
Central African Republic,            Distillate fuel oil (Mb/d),,,,,,,0.02438,0.3,0.2,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0,0.3,0.4,0.4,0.4,0.3,0.6,0,0,,,,,,,
Central African Republic,            Residual fuel oil (Mb/d),,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chad,        Refined petroleum products (Mb/d),,,,,,,0.4,0.5,0.4,0.5,0.5,0.5,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.5,0.5,0.5,0.4,0.4,0.4,0.4,0.4,0.4,0.3,0.4,0.4,0.4,0.391068493150685,
Chad,            Distillate fuel oil (Mb/d),,,,,,,0.4,0.5,0.4,0.5,0.5,0.5,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.5,0.5,0.5,0.4,0.4,0.4,0,0,,,,,,,
Chad,            Residual fuel oil (Mb/d),,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chile,        Refined petroleum products (Mb/d),2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.4,8.9,1.4,5.4,5.42506849315069,
Chile,            Distillate fuel oil (Mb/d),,,,,,,0,0,0,0,0,0,0,0,0,0,0,0.1,0.2,0.2,0,0,0,0,0.086666666666666,0.1,14,0,0,,,,,,,
Chile,            Residual fuel oil (Mb/d),1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,8.7,1.3,5.4,5.42506849315069,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
China,        Refined petroleum products (Mb/d),,,,,,,0,0,0,0,35,40,45,45,57,69,22,19,39,73,76,72,80,106,151,140,158,212,194,234,276,232,302,147,282.182082191781,
China,            Distillate fuel oil (Mb/d),,,,,,,0,0,0,0,0,0,0,0,12,14,16,13,6.9,8.9,11,4.7,12,11,12,4.8,14,5.6,5.3,5.7,,,,,,
China,            Residual fuel oil (Mb/d),,,,,,,0,0,0,0,35,40,45,45,45,55,6.2,6.2,32,64,65,67,68,94,139,135,144,158,145,171,151,159,157,65,126.61298630137,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Colombia,        Refined petroleum products (Mb/d),,,,,,,4,3.8,2.9,2.5,2.5,2.8,2.5,2.4,2.4,2.4,3.8,3.5,4.1,3.5,3.5,4.6,4.7,19,18,15,17,19,18,21,28,30,42,38,39.8707397260274,
Colombia,            Distillate fuel oil (Mb/d),,,,,,,1.7,3,2.8,1.8,1.8,2.2,2.1,2,2,2,3,3.4,3.6,3.2,3.2,4,4.1,18,18,14,17,7.5,7.6,8.5,,,,,,
Colombia,            Residual fuel oil (Mb/d),,,,,,,2.3,0.7,0.1,0.7,0.7,0.5,0.4,0.4,0.4,0.4,0.8,0.1,0.5,0.3,0.3,0.6,0.6,0.5,0.3,0.3,0.3,0.3,0.3,0.0547397260273973,0.0912328767123288,0.0547397260273973,12,4.1,4.6346301369863,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Comoros,        Refined petroleum products (Mb/d),,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0651780821917808,0.0651780821917808,
Comoros,            Distillate fuel oil (Mb/d),,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
Comoros,            Residual fuel oil (Mb/d),,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Congo-Brazzaville,        Refined petroleum products (Mb/d),,,,,,,0.2,0.2,0.2,0.2,0.1,0.1,0.2,0.1,0.1,0.2,0.2,0.2,0.8,0.8,0,0,0,0.2,0.2,0.1,0,0.6,0.9,0,1.3,1.3,1.3,1.4,0.869041095890411,
Congo-Brazzaville,            Distillate fuel oil (Mb/d),,,,,,,0.02438,0.06783,0.06765,0.06783,0.02438,0.02438,0.02038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0.9,,,,,,,
Congo-Brazzaville,            Residual fuel oil (Mb/d),,,,,,,0.2,0.1,0.1,0.1,0.09123,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.8,0.8,0,0,0,0.2,0.2,0.1,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Congo-Kinshasa,        Refined petroleum products (Mb/d),,,,,,,3.1,3.1,2.8,2.8,2.8,2.9,0.6,2.9,3,3.2,2.5,2.5,3.1,2.5,0.0363934426229508,0.0364931506849315,0.0364931506849315,0.0364931506849315,2.6,2.5,2.6,3,0.3,0.3,3.2,3.2,3.3,3.6,4.91008219178082,
Congo-Kinshasa,            Distillate fuel oil (Mb/d),,,,,,,2.5,2.5,2.3,2.3,2.2,2.3,0,2.3,2.4,2.6,2.4,2.5,2.5,2.5,0,0,0,0,2.6,2.5,2.6,0,0,,,,,,,
Congo-Kinshasa,            Residual fuel oil (Mb/d),,,,,,,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.7,0.03639,0.03649,0.6,0.0364931506849315,0.0363934426229508,0.0364931506849315,0.0364931506849315,0.0364931506849315,0.0363934426229508,0.0364931506849315,0.0364931506849315,0.036493,0,0,0,0,0,0,0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cook Islands,        Refined petroleum products (Mb/d),,,,,,,0,0,0,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0,0,0,0,0,0,0,0.0434520547945205,0.0434520547945205,
Cook Islands,            Distillate fuel oil (Mb/d),,,,,,,0,0,0,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0,0,0,,,,,,,
Cook Islands,            Residual fuel oil (Mb/d),,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Costa Rica,        Refined petroleum products (Mb/d),,,,,,,0,0,1.8,1.5,1.7,1,1.4,1.3,1.3,1.3,1.3,1.3,1.3,2.5,0,0,0,0,0,0,0,3.9,0,3.4,3.4,4,3.6,3.4,3.36671232876713,
Costa Rica,            Distillate fuel oil (Mb/d),,,,,,,0,0,0.0642,0,0.2,0.3,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0,0,0,0,0,0,0,0,0,,,,,,,
Costa Rica,            Residual fuel oil (Mb/d),,,,,,,0,0,1.8,1.5,1.4,0.7,1.2,1.1,1.1,1.1,1.1,1.1,1.1,2.3,0,0,0,0,0,0,0,0,0,0,0,0.5,0.1,0.072986301369863,0.0182465753424658,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Croatia,        Refined petroleum products (Mb/d),,,,,--,--,--,--,--,--,--,--,0,0,0.9,0.7,2.1,1.7,1.8,1.8,0.3,0.6,0.5,0.4,1.1,1.1,1.2,1.4,1.5,1.1,1.3,1.6,1.4,1.7,2.49849315068493,
Croatia,            Distillate fuel oil (Mb/d),,,,,,,--,--,--,--,--,--,0,0,0.3,0.2,1.6,1.4,1.6,1.6,0.1,0.3,0.2,0.1,0.8,0.8,1,0.08175342464,0,,,,,,,
Croatia,            Residual fuel oil (Mb/d),,,,,,,--,--,--,--,--,--,0,0,0.6,0.5,0.4,0.3,0.3,0.3,0.2,0.3,0.2,0.3,0.3,0.3,0.2,0.4,0.4,0.1,0.1,0.4,0,0,0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cuba,        Refined petroleum products (Mb/d),,,,,,,5.7,3.5,4.1,4.1,3.3,3.3,1.8,1.3,1.2,1.2,1.3,3.3,8,8,1.9,1.9,1.3,4.8,6,2.8,3.9,4.8,0.9,3.6,3.6,3.8,5.7,3.8,15.9104657534247,
Cuba,            Distillate fuel oil (Mb/d),,,,,,,2.4,2.1,2.3,2.5,1.7,1.7,0.3,1.3,1.2,1.2,1.3,1.5,6.2,6.2,0.3,0.3,0.3,3.8,5,1.8,3,0.3,0.3,,,,,,,
Cuba,            Residual fuel oil (Mb/d),,,,,,,3.3,1.4,1.8,1.6,1.6,1.6,1.5,0,0,0,0,1.8,1.8,1.8,1.6,1.6,1,0.9,1,1.1,0.9,0.7,0.6,0,0,0,0,0,12.7908493150685,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cyprus,        Refined petroleum products (Mb/d),,,,,,,0.5,3.1,1.1,1.5,6.2,5.2,1.1,0.9,6.3,6.9,7.3,7.2,7.5,8.5,3.6,3.6,2.6,8.8,7.5,11,12,12,11,9.9,9.3,10,9.4,9.7,9.44550684931507,
Cyprus,            Distillate fuel oil (Mb/d),,,,,,,0.3,2.3,0.3,0.6,5.6,4.6,0.4,0.3,5.4,5.9,6.3,5.9,6.3,6.6,1,1,0.7,7.2,7,6.5,8.7,2.1,1.8,,,,,,,
Cyprus,            Residual fuel oil (Mb/d),,,,,,,0.3,0.7,0.7,0.9,0.6,0.6,0.7,0.6,0.9,1,1,1.3,1.1,2,2.6,2.6,1.9,1.6,0.5,4.1,3.5,3.1,3,2.7,2.4,2.6,2.3,2.9,2.79172602739726,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Czech Republic,        Refined petroleum products (Mb/d),,,,,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Czech Republic,            Distillate fuel oil (Mb/d),,,,,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
Czech Republic,            Residual fuel oil (Mb/d),,,,,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Côte d’Ivoire,        Refined petroleum products (Mb/d),,,,,,,1.3,1.5,1.5,1.5,1.4,1.8,0.1,1.7,1.8,1.9,3.2,1.7,1.7,1.7,1.7,1.7,1.7,3.7,3.6,3.1,3.2,3.2,2.5,2.3,1.5,1.4,1.7,1.8,2.34339726027397,
Côte d’Ivoire,            Distillate fuel oil (Mb/d),,,,,,,1.3,1.5,1.5,1.5,1.4,1.7,0.1,1.7,1.8,1.9,0.2,0.3,0.3,0.3,0.3,0.3,0.3,2.3,2.2,1.8,2.2,1.2,0.9,,,,,,,
Côte d’Ivoire,            Residual fuel oil (Mb/d),,,,,,,0,0,0,0,0.01824,0.01824,0,0,0,0,2.9,1.3,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.3,0.9,0.9,0.4,0.4,0.3,0.2,0.4,0.4,0.255452054794521,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Denmark,        Refined petroleum products (Mb/d),20,10,9,8,8.5,8.2,9.1,13,17,17,18,16,17,25,29,30,29,26,28,25,24,21,18,19,15,15,20,21,18,10,12,13,9.9,12,13.6394520547945,
Denmark,            Distillate fuel oil (Mb/d),,,,,3.9,3.8,3.8,4.2,4.7,4.9,5.6,6,8.1,9.2,12,13,14,12,16,12,10,9.8,10,10,7.7,6.3,6.3,5.2,6.4,,,,,,,
Denmark,            Residual fuel oil (Mb/d),5,6,5,4,4.6,4.4,5.3,9.2,12,12,12,10,9.2,16,17,17,15,14,12,12,14,11,7.5,8.9,7,8.9,14,15,12,4.7,6.8,8.3,4.9,6.6,7.91671232876712,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Djibouti,        Refined petroleum products (Mb/d),,,,,,,1.7,1.7,1.7,7.9,7.6,7.8,6.4,2.3,7.9,8,8.1,8.2,8.2,8.2,8.2,8.2,8.2,8.7,8.8,8,4.5,3.8,4,4.1,4.1,4.1,4.1,2.3,2.2952602739726,
Djibouti,            Distillate fuel oil (Mb/d),,,,,,,0.8,0.8,0.8,2.6,2.3,2.3,0.9,2.3,2.3,2.4,2.4,2.5,2.5,2.5,2.5,2.5,2.5,2.8,3,2.2,2.8,0.6,0.6,,,,,,,
Djibouti,            Residual fuel oil (Mb/d),,,,,,,0.9,0.9,0.9,5.3,5.3,5.5,5.6,0,5.6,5.6,5.6,5.7,5.7,5.7,5.7,5.7,5.7,5.8,5.8,5.8,1.7,1,1.2,1.2,1.2,1.2,1.2,0.2,0.200712328767123,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dominica,        Refined petroleum products (Mb/d),,,,,,,0.02438,0.02438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0399726027397261,0.0399726027397261,
Dominica,            Distillate fuel oil (Mb/d),,,,,,,0.02438,0.02438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
Dominica,            Residual fuel oil (Mb/d),,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0182465753424658,0.0182465753424658,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dominican Republic,        Refined petroleum products (Mb/d),,,,,,,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.6,2,0,2.1,2,2.1,2,2,9,10,9.2,10.015698630137,
Dominican Republic,            Distillate fuel oil (Mb/d),,,,,,,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.6,2,0,2.1,0,0,,,,,,,
Dominican Republic,            Residual fuel oil (Mb/d),,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ecuador,        Refined petroleum products (Mb/d),,,,,,,0.8,2.6,4.9,2.7,3.9,2.6,4.4,7.2,7.1,6.8,9.3,9.9,3.4,3.4,5.1,4.7,4.2,4.7,4.1,4.1,5.5,12,26,30,17,18,17,16,16.1374794520548,
Ecuador,            Distillate fuel oil (Mb/d),,,,,,,0.2,1,0,0.3,1.3,1.7,2.4,1.2,2.5,1,1.6,0.5,1,1,0,0,0,0,0,0,0,0,0,,,,,,,
Ecuador,            Residual fuel oil (Mb/d),,,,,,,0.6,1.6,4.9,2.4,2.6,0.9,1.9,6,4.6,5.8,7.7,9.4,2.4,2.4,5.1,4.7,4.2,4.7,4.1,4.1,5.5,5,19,23,10,11,9.8,7.6,8.22920547945206,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Egypt,        Refined petroleum products (Mb/d),,,,,,,29,29,34,31,47,31,30,34,31,31,40,42,49,56,51,51,57,61,49,34,37,40,28,26,26,24,52,51,43.9467123287671,
Egypt,            Distillate fuel oil (Mb/d),,,,,,,8.4,10,7.9,11,12,9.4,9.4,12,9,9.1,11,11,12,12,4.1,4.1,14,14,19,11,19,3.3,2.4,1.9,,,,,,
Egypt,            Residual fuel oil (Mb/d),,,,,,,20,19,26,20,35,22,20,22,22,22,29,31,36,44,46,47,43,47,30,23,18,15,6.7,3.9,5.9,5.4,33,32,27.9172602739726,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
El Salvador,        Refined petroleum products (Mb/d),,,,,,,0.9,1.2,0.9,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.6,0,1.6,2,2.3,2.3,2.3,2.4,2.6,3,3.30235616438356,
El Salvador,            Distillate fuel oil (Mb/d),,,,,,,0.02438,0.1,0.07295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.6,0,1.6,0,0,,,,,,,
El Salvador,            Residual fuel oil (Mb/d),,,,,,,0.9,1.1,0.9,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Equatorial Guinea,        Refined petroleum products (Mb/d),,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.8,0.8,0.8,0.8,0.8,0.8,0.76041095890411,
Equatorial Guinea,            Distillate fuel oil (Mb/d),,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
Equatorial Guinea,            Residual fuel oil (Mb/d),,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eritrea,        Refined petroleum products (Mb/d),,,,,--,--,--,--,--,--,--,--,--,--,1.4,1.2,1.4,1.4,1.5,1.5,0,0.1,0.1,0.0182465753424658,0,0,0.3,0.3,0.0651780822,0.0217260273972603,0.8,0.0217260273972603,0.0217260273972603,0.0217260273972603,0.0217260273972603,
Eritrea,            Distillate fuel oil (Mb/d),,,,,,,--,--,--,--,--,--,--,--,1.3,1.1,1.3,1.3,1.4,1.4,0,0,0,0,0,0,0.3,0,0,,,,,,,
Eritrea,            Residual fuel oil (Mb/d),,,,,,,--,--,--,--,--,--,--,--,0.09123,0.09098,0.09098,0.09123,0.09123,0.0912328767123288,0,0.1,0.1,0.0182465753424658,0,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Estonia,        Refined petroleum products (Mb/d),,,,,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,5.2,5.84446575342465,
Estonia,            Distillate fuel oil (Mb/d),,,,,,,--,--,--,--,--,--,0.6,0.9,0.7,0.8,0.7,0.6,0.6,1.1,0.9,0.9,1,0.9,1.6,1.5,1.5,0.6,0.4,,,,,,,
Estonia,            Residual fuel oil (Mb/d),,,,,,,--,--,--,--,--,--,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,5,4.96561643835616,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eswatini,        Refined petroleum products (Mb/d),,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0125793698630137,0,0.013470136988,0.0119493150684932,0.0115147945205479,0.0115147945205479,0.0115147945205479,0.0217260273972603,0.0217260273972603,
Eswatini,            Distillate fuel oil (Mb/d),,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0125793698630137,0,0,,,,,,,
Eswatini,            Residual fuel oil (Mb/d),,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ethiopia,        Refined petroleum products (Mb/d),,,,,,,0.4,0.2,1.2,1.3,1.3,1.3,2.2,1.3,0.07386,0.2,0.2,0.2,0.2,0.2,0,0,0,0,2.1,2.1,3.3,4.8,4.6,5.1,7,5.9,6.4,7.6,8.38624657534247,
Ethiopia,            Distillate fuel oil (Mb/d),,,,,,,0.2,0.2,1.2,1.3,1.3,1.3,0.1,1.3,0.07386,0.2,0.2,0.2,0.2,0.2,0,0,0,0,2.1,2.1,3.3,0,0,,,,,,,
Ethiopia,            Residual fuel oil (Mb/d),,,,,,,0.2,0,0,0,0,0,2.1,0.09123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
