API,Unnamed: 1,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Congo-Kinshasa,        Refined petroleum products (Mb/d),,,,,,,7,3.9,6.3,8.4,6.7,3.7,6.5,7.4,7.6,10,10,7.2,6.8,1.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
Congo-Kinshasa,            Motor gasoline (Mb/d),,,,,,,1.2,1,1.1,1.7,1.4,0.9,1,1.1,1.1,1.3,1.3,1.3,1.2,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
Congo-Kinshasa,            Jet fuel (Mb/d),,,,,,,0.3,0.7,1.4,1.7,1.6,1.2,0.3,0.3,0.3,0.3,0.3,0.5,0.5,0.0651780821917808,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
Congo-Kinshasa,            Kerosene (Mb/d),,,,,,,1,0,0,0,0,0,0.8,0.9,0.9,0.8,0.8,1,0.9,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
Congo-Kinshasa,            Distillate fuel oil (Mb/d),,,,,,,2.2,2.1,3.5,4.6,3.4,0.9,1.5,1.4,1.5,1.6,1.6,1.3,1.2,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
Congo-Kinshasa,            Residual fuel oil (Mb/d),,,,,,,2.1,0.05888,0.1,0.1,0.1,0.6,2.4,3.2,3.2,3.3,3.4,2.5,2.4,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
Congo-Kinshasa,            Liquefied Petroleum Gases (Mb/d),,,,,,,0.04124,0.01718,0.0256,0.02889,0.0205,0.01256,0.04044,0.04177,0.04201,0.04269,0.04565,0.00969,0.00912,0.0019438904109589,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
Congo-Kinshasa,            Other petroleum liquids (Mb/d),,,,,,,0.2,0.09486,0.2,0.3,0.2,0.08882,0.5,0.5,0.5,2.6,2.9,0.6,0.5,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cook Islands,        Refined petroleum products (Mb/d),,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
Cook Islands,            Motor gasoline (Mb/d),,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
Cook Islands,            Jet fuel (Mb/d),,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
Cook Islands,            Kerosene (Mb/d),,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
Cook Islands,            Distillate fuel oil (Mb/d),,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
Cook Islands,            Residual fuel oil (Mb/d),,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
Cook Islands,            Liquefied Petroleum Gases (Mb/d),,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
Cook Islands,            Other petroleum liquids (Mb/d),,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Costa Rica,        Refined petroleum products (Mb/d),,,,,,,8.4,12,12,13,8.9,7,11,11,12,12,12,14,1.2,0,0.124913661202185,5.75296657534247,9.36307726027398,10.8055715068493,10.7237355191257,9.99066739726028,13.9971463013699,15.4697863013699,12.5381661202186,7.55324931506849,10.6299682191781,3.16895123287672,0,0,0,,,
Costa Rica,            Motor gasoline (Mb/d),,,,,,,1.8,2.5,2.2,2.3,1.7,1.3,1.6,1.6,2.4,1.7,2,2.3,(s),0,0,0,0,0,0,1.44893150684932,2.40709589041096,3.01471232876712,2.40051912568306,1.98643835616438,2.52394520547945,0.724465753424658,0,0,0,,,
Costa Rica,            Jet fuel (Mb/d),,,,,,,0.3,0.7,0.7,0.7,0.5,0.2,0.8,0.6,0.9,0.8,0.7,0.6,0,0,0,0,0,0,0,0,0,0,0,0.325890410958904,0.847315068493151,0,0,0,0,,,
Costa Rica,            Kerosene (Mb/d),,,,,,,0.3,0.3,0.2,0.2,0.2,0.1,0.08448,0.1,0.1,0.2,0.2,0.2,0.02117,0,0,0.232958904109589,0,0,0.021120218579235,0.0423561643835616,0.0635342465753425,0.0211780821917808,0.0422404371584699,0.0423561643835616,0.0423561643835616,0.0635342465753425,0,0,0,,,
Costa Rica,            Distillate fuel oil (Mb/d),,,,,,,1.7,3.2,3.5,3.2,2.1,1.7,3,3.1,3.3,3,3.6,3.7,0.3,0,0.101936590163934,1.71792825753425,2.90404716712329,3.49703689863014,3.26326444262295,3.02679799452055,4.70351367671233,5.07168728767123,4.93497949180328,2.63800049315069,2.94516751232877,1.06340393424658,0,0,0,,,
Costa Rica,            Residual fuel oil (Mb/d),,,,,,,3.8,4.5,3.9,5.2,3.8,3.1,4.6,4.9,4.2,5.8,5.6,6.1,0.5,0,0.0197821639344262,2.8464978739726,4.62574316712329,4.31561339178082,4.7762728852459,4.56072243287671,5.72461499178082,6.41842947945205,3.92585957377049,1.81104624657534,3.83897362191781,1.17150897534247,0,0,0,,,
Costa Rica,            Liquefied Petroleum Gases (Mb/d),,,,,,,0.2,0.2,0.2,0.2,0.1,0.07513,0.1,0.1,0.1,0.065,0.06582,0.06791,0.00159,0,0.000168153005464481,0.00774437808219178,0.0761657863013699,0.0781076054794521,0.0778237759562841,0.0770106191780822,0.114184778082192,0.147948,0.175348245901639,0.137291123287671,0.141432860273973,0.0360467178082192,0,0,0,,,
Costa Rica,            Other petroleum liquids (Mb/d),,,,,,,0.4,0.5,1.3,0.9,0.4,0.5,0.8,0.7,0.7,0.3,0.3,0.9,0.3,0,0.00302675409836066,0.947837161643836,1.75712113972603,2.9148136109589,2.58525419672131,0.834848679452055,0.984202717808219,0.795831123287671,1.05921924590164,0.612226520547945,0.29077778630137,0.109991605479452,0,0,0,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Croatia,        Refined petroleum products (Mb/d),,,,,,,--,--,--,--,--,--,101,102,111,132,109,108,112,118,113.847578142077,107.936585205479,111.137819178082,117.462785753425,116.297374863388,112.300995068493,104.814419726027,116.212021917808,97.8343344262295,106.570566575343,93.6000854794521,79.0900624657534,82.4364975342465,74.8618498630137,65.8595243835616,,,
Croatia,            Motor gasoline (Mb/d),,,,,,,--,--,--,--,--,--,18,24,25,29,25,25,27,28,30.9969945355191,28.2775342465753,28.2541643835616,29.469397260274,28.5731693989071,27.296,25.3095616438356,28.0905753424658,23.3293169398907,28.2074246575342,25.5666301369863,20.3551506849315,23.1361643835616,21.6872328767123,18.8127397260274,,,
Croatia,            Jet fuel (Mb/d),,,,,,,--,--,--,--,--,--,1.4,1.8,2.2,2.1,1.8,2.1,1.9,1.5,1.84166666666667,1.56427397260274,1.4773698630137,1.62945205479452,1.97166666666667,2.15087671232877,1.45564383561644,2.10742465753425,2.10166666666667,2.04224657534247,2.04224657534247,2.54194520547945,2.10742465753425,2.36813698630137,2.30295890410959,,,
Croatia,            Kerosene (Mb/d),,,,,,,--,--,--,--,--,--,0.5,0.3,0.2,0.2,0.3,0.1,0.06353,0.0423561643835616,0.0844808743169399,0.0635342465753425,0.0211780821917808,0.0211780821917808,0.021120218579235,0.0211780821917808,0.0423561643835616,0,0,0,0,0,0,0,0,,,
Croatia,            Distillate fuel oil (Mb/d),,,,,,,--,--,--,--,--,--,28,26,28,37,30,31,31,34,33.9791615245902,33.7440447068493,33.5402767671233,38.3036300931507,35.5083211639344,32.7842812767123,32.0061840164384,34.2770333972603,28.4931858797814,30.4327683123288,26.7309315232877,23.1309904493151,26.3200175561644,25.3988348657534,21.7386378958904,,,
Croatia,            Residual fuel oil (Mb/d),,,,,,,--,--,--,--,--,--,36,32,32,34,26,28,27,31,21.6615458688525,19.9997177753425,20.7884584109589,20.3943258739726,19.8911640327869,22.5913861808219,21.3468300164384,23.0059576438356,21.7676451147541,20.8034757369863,17.0442750575342,14.3420819835616,11.319131309589,10.3289093589041,8.55421071780822,,,
Croatia,            Liquefied Petroleum Gases (Mb/d),,,,,,,--,--,--,--,--,--,5.7,4.9,5.3,6.2,5.4,8.5,6.4,7.3,9.15434925136612,8.47187459178082,9.49317024657534,9.81949284383562,9.66475087978142,9.39939359452055,8.59479496438356,9.9449324109589,8.18197328961749,9.55058366575343,7.94408230684931,6.90756328219178,7.70658864657534,6.74296734794521,6.09523239452055,,,
Croatia,            Other petroleum liquids (Mb/d),,,,,,,--,--,--,--,--,--,11,13,18,23,20,13,19,17,16.129379420765,15.8156056657534,17.5632014246575,17.8253095452055,20.6671825027322,18.0578792219178,16.0590490849315,18.7860984657534,13.9605465355191,15.5340676273973,14.2719198794521,11.812330860274,11.8471709808219,8.33576842739726,8.35574474520548,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cuba,        Refined petroleum products (Mb/d),,,,,,,144,145,156,154,150,137,106,104,103,118,117,56,46,61,45.068968306011,48.4553095890411,37.2800964383562,51.5706936986301,44.711106010929,46.7219572602739,44.0022575342466,46.2241819178082,104.790144262295,104.108273972603,101.58512,95.7705797260274,101.596118356164,103.964668493151,100.915815890411,,,
Cuba,            Motor gasoline (Mb/d),,,,,,,25,22,24,24,22,20,16,16,16,18,21,9,7.2,7,11.4665573770492,9.48816438356164,7.45498630136986,9.62838356164383,7.71428961748634,9.51153424657534,7.40824657534247,9.16098630136986,16.6871038251366,11.4979726027397,13.2740821917808,10.5631780821918,9.69849315068493,15.7045479452055,12.946904109589,,,
Cuba,            Jet fuel (Mb/d),,,,,,,1.9,2.3,2.6,2.4,1.5,1.5,2,1.7,1.7,1.7,2,1,1,0,0,0,0,0,0,0,0.195534246575342,1.21665753424658,6.26166666666667,6.40917808219178,7.14786301369863,6.73506849315068,6.17019178082192,6.36572602739726,6.08328767123288,,,
Cuba,            Kerosene (Mb/d),,,,,,,12,12,12,14,12,11,11,10,11,11,11,5.2,1.6,1.8,4.47748633879781,3.66380821917808,2.35076712328767,4.04501369863014,4.62532786885246,5.61219178082192,2.66843835616438,1.46128767123288,0.887049180327869,0.50827397260274,0,0,0.656520547945206,0.614164383561644,0.529452054794521,,,
Cuba,            Distillate fuel oil (Mb/d),,,,,,,20,22,25,24,20,18,16,16,16,15,15,4.4,4.2,4.6,8.2635851420765,9.4927155890411,5.97516924931507,9.08454757808219,7.85586604918033,7.46898499178082,8.59257156164384,9.4922865260274,22.3797694371585,25.9971715068493,25.0360835452055,24.953211939726,26.9777294958904,25.6905685479452,24.1366671616438,,,
Cuba,            Residual fuel oil (Mb/d),,,,,,,62,63,71,76,73,70,44,44,42,46,42,18,9.9,11,15.1294062622951,17.0916672328767,14.596019769863,19.3390442630137,16.180274,16.2668176767123,16.8344353972603,17.7384723616438,49.8788812131148,49.2916208219178,45.7380071342466,43.5840976109589,47.2708590575343,44.2354967671233,45.5835395178082,,,
Cuba,            Liquefied Petroleum Gases (Mb/d),,,,,,,3.9,4.1,3.9,4.1,4.2,4,2.7,2.7,2.6,3,2.8,1.9,1.6,1.7,0.789631513661202,1.46358446575342,1.09895186849315,1.53133989589041,1.07439567759563,1.36590864109589,1.04443928767123,0.983868695890411,1.02849534972678,0.871104657534247,1.09017385753425,0.923442482191781,0.804161265753425,1.31584284931507,1.27995780273973,,,
Cuba,            Other petroleum liquids (Mb/d),,,,,,,19,19,18,9.9,16,13,15,14,13,23,23,17,21,35,4.94230167213115,7.25536969863014,5.8042021260274,7.94236470136986,7.26095279781421,6.49651992328767,7.25859210958904,6.17062282739726,7.66717859016394,9.53295232876712,9.29891025753425,9.01158111780822,10.0181630575342,10.0383219726027,10.3560075726027,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cyprus,        Refined petroleum products (Mb/d),,,,,,,11,12,15,13,13,16,15,16,19,17,15,21,22,25,24.3980021857923,24.0148536986301,22.7490739726027,20.4140887671233,5.68593005464481,0,0,0,0,0,0,0,0,0,0,,,
Cyprus,            Motor gasoline (Mb/d),,,,,,,2.7,3,3.4,3.3,2.9,2.8,2.4,2.2,2.9,2.4,2.2,3.3,3.3,3.5,3.56581967213115,3.50547945205479,3.57558904109589,3.412,0.93224043715847,0,0,0,0,0,0,0,0,0,0,,,
Cyprus,            Jet fuel (Mb/d),,,,,,,0.7,0.4,0.9,0.4,0.4,0.6,0.5,0.7,0.7,0.3,0.2,0.1,0.0869,0.2,0.39,0.282438356164384,0.152082191780822,0,0,0,0,0,0,0,0,0,0,0,0,,,
Cyprus,            Kerosene (Mb/d),,,,,,,0,0.2,0,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.2,0.4,0.5,0.4,0.401284153005464,0.50827397260274,0.614164383561644,0.804767123287671,0.232322404371585,0,0,0,0,0,0,0,0,0,0,,,
Cyprus,            Distillate fuel oil (Mb/d),,,,,,,3.3,3.7,4.2,4,4.7,5.7,5.1,5.2,6.6,6.1,5.3,7.5,7.8,8.4,8.27999246994535,7.97557714520548,7.40305975342466,6.68726825205479,1.79475465027322,0,0,0,0,0,0,0,0,0,0,,,
Cyprus,            Residual fuel oil (Mb/d),,,,,,,3.1,3.7,4.3,3.6,3.2,4.5,5,5.9,6,5.7,5.7,8,8.3,9.3,9.2442571147541,9.09965322739726,8.00703961643836,6.86436216986301,2.11020036065574,0,0,0,0,0,0,0,0,0,0,,,
Cyprus,            Liquefied Petroleum Gases (Mb/d),,,,,,,0.7,0.7,1,0.8,0.8,0.9,0.9,0.9,1,0.9,0.8,1,1,1.1,0.983663136612022,1.01753316712329,1.07939087671233,0.917343517808219,0.292900038251366,0,0,0,0,0,0,0,0,0,0,,,
Cyprus,            Other petroleum liquids (Mb/d),,,,,,,0.7,0.8,1,1,0.6,0.8,0.8,1,1,1,0.9,1.1,1.2,1.8,1.53298563934426,1.62589837808219,1.91774810958904,1.72834770410959,0.323512163934426,0,0,0,0,0,0,0,0,0,0,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Czech Republic,        Refined petroleum products (Mb/d),--,--,--,--,--,--,--,--,--,--,--,--,--,136,142.391780821918,151.093150684932,163.095628415301,155.432876712329,146.293150684932,130.021917808219,128.112021857923,133.706849315068,135.397260273973,142.641095890411,148.868852459017,172.884931506849,175.024657534246,166.01095890411,185.177595628415,166.958904109589,179,162.758904109589,166.251366120219,152.616438356164,171.904109589041,,,
Czech Republic,            Motor gasoline (Mb/d),--,--,--,--,--,--,--,--,--,--,--,--,--,24,22.4109589041096,24.2383561643836,28.6065573770492,27.8246575342466,24.4465753424658,22.0931506849315,23.8551912568306,25.558904109589,28.8465753424658,30.6054794520548,29.7595628415301,33.958904109589,36.9506849315068,36,37.448087431694,33.5890410958904,35,31.7178082191781,34.1775956284153,29.8904109589041,34.8684931506849,,,
Czech Republic,            Jet fuel (Mb/d),--,--,--,--,--,--,--,--,--,--,--,--,--,3.5,3.42465753424658,3.68493150684932,3.27049180327869,3.13424657534247,2.33150684931507,2.8958904109589,3.51366120218579,3.62465753424658,3.45753424657534,3.04109589041096,3.16393442622951,2.84931506849315,2.61369863013699,3.12876712328767,3.66120218579235,2.41643835616438,3.1,2.89041095890411,3.07650273224044,2.4,3.45479452054795,,,
Czech Republic,            Kerosene (Mb/d),--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0.263013698630137,0,0.219178082191781,0.282191780821918,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
Czech Republic,            Distillate fuel oil (Mb/d),--,--,--,--,--,--,--,--,--,--,--,--,--,52,53.8986301369863,48.558904109589,52.6010928961749,50.1808219178082,50.7095890410959,44.3890410958904,43.3087431693989,45.986301369863,49.2958904109589,52.9342465753425,54.4836065573771,62.6821917808219,63.9287671232877,59.6356164383562,71.6666666666667,65.7287671232877,69,63.7698630136986,65.6530054644809,60.9479452054794,68.7123287671233,,,
Czech Republic,            Residual fuel oil (Mb/d),--,--,--,--,--,--,--,--,--,--,--,--,--,29,30.3287671232877,25.8904109589041,28.7978142076503,26.9123287671233,26.7150684931507,19.9342465753425,16.0601092896175,13.6575342465753,6.64931506849315,7.86301369863014,6.94808743169399,10.2712328767123,6.73698630136986,7.36986301369863,5.90437158469945,4.59452054794521,4.2,3.44931506849315,2.55464480874317,2.61643835616438,2.20821917808219,,,
Czech Republic,            Liquefied Petroleum Gases (Mb/d),--,--,--,--,--,--,--,--,--,--,--,--,--,3.8,3.71506849315068,4.29041095890411,5.60928961748634,5.36986301369863,4.7013698630137,4.57808219178082,4.85245901639344,6.03835616438356,4.98630136986301,5.33698630136986,5.73770491803279,5.84383561643836,6.47945205479452,6.0986301369863,6.65573770491803,6.45753424657534,6.8,6.1972602739726,6.33879781420765,5.71780821917808,6.60547945205479,,,
Czech Republic,            Other petroleum liquids (Mb/d),--,--,--,--,--,--,--,--,--,--,--,--,--,24,28.613698630137,44.1671232876713,44.2103825136612,41.7917808219178,37.1068493150685,36.131506849315,36.5218579234972,38.841095890411,42.1616438356164,42.8602739726027,48.7759562841531,57.2794520547945,58.3150684931506,53.7780821917808,59.8415300546449,54.1726027397261,61,54.7342465753425,54.4508196721311,51.0438356164384,56.0547945205479,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Côte d’Ivoire,        Refined petroleum products (Mb/d),,,,,,,36,37,35,46,47,38,39,50,52,50,58,77,86,89,64.7933639344262,65.4068252054794,63.4625380821918,53.1387287671233,76.2249814207651,85.0973589041096,83.4302531506849,73.35744,73.8382098360656,69.7809797260274,65.5031035616438,48.5546652054794,69.1976218579235,71.410930410959,67.2576547945206,,,
Côte d’Ivoire,            Motor gasoline (Mb/d),,,,,,,6.3,6.9,7.2,8.7,8.8,5.5,5.6,7.6,9.8,11,12,14,15,16,12.9115300546448,11.2175342465753,11.3811232876712,8.38978082191781,13.7272404371585,15.6110684931507,14.1387671232877,13.180602739726,10.8606010928962,12.2925479452055,11.474602739726,9.11424657534246,13.0280601092896,15.120301369863,12.8066849315068,,,
Côte d’Ivoire,            Jet fuel (Mb/d),,,,,,,2.1,2.1,1.9,2.5,2.5,1.2,1.3,1.3,1.3,1.3,2.5,2.3,2.8,2.8,11.6133333333333,12.188301369863,11.8841369863014,13.2963287671233,20.3666666666667,17.4242739726027,21.204602739726,20.2703835616438,16.25,16.7942191780822,14.5998904109589,12.5793698630137,17.16,18.0543287671233,14.8388767123288,,,
Côte d’Ivoire,            Kerosene (Mb/d),,,,,,,6.8,6.7,3.2,3.7,3.8,7.2,7.3,13,13,10,4.8,16,19,19,2.44994535519126,2.18134246575342,2.0966301369863,1.86367123287671,1.85857923497268,1.86367123287671,1.86367123287671,0.995369863013699,1.11937158469945,1.12243835616438,1.4401095890411,0.953013698630137,1.24609289617486,1.80013698630137,1.14361643835616,,,
Côte d’Ivoire,            Distillate fuel oil (Mb/d),,,,,,,9.8,9.9,10,12,13,11,11,15,14,14,21,25,30,30,22.4943728306011,23.0670439890411,22.1673824164384,15.2367943287671,26.7768990874317,27.9351593972603,24.7464552383562,22.2714770630137,23.9432706939891,23.5788440767123,20.103500860274,14.5614470246575,21.5576241748634,21.9236506794521,24.3754547123288,,,
Côte d’Ivoire,            Residual fuel oil (Mb/d),,,,,,,9.9,9.7,11,14,14,11,11,9.6,8.9,9.2,12,13,14,14,8.88352485245902,8.38424574246575,6.95458195068493,6.47686405479452,4.77058567213115,13.7979448767123,13.1928950465753,10.0543628712329,12.8924231803279,8.87768166575342,10.3378512986301,6.6011474630137,10.7590971803279,9.42752018630137,8.07929868493151,,,
Côte d’Ivoire,            Liquefied Petroleum Gases (Mb/d),,,,,,,0.4,0.4,0.5,0.7,0.7,0.6,0.5,0.6,0.6,0.6,0.8,1.4,1.7,1.7,2.14733112568306,2.31270518356164,2.43721116164384,2.51865619178082,2.63812967759563,2.21208838356164,3.32217296986301,1.30642163287671,3.74420633333333,1.04736059178082,0.692012871232877,0.446731912328767,0.124844633879781,0.191472564383562,0.567251479452055,,,
Côte d’Ivoire,            Other petroleum liquids (Mb/d),,,,,,,0.9,1.1,1,4.1,4.2,1.6,1.7,3.3,3.4,3.2,4.3,5.4,3.4,4.9,4.29332638251366,6.05565220821918,6.54147214246575,5.35663336986301,6.08688064480874,6.25315254794521,4.9616888,5.27882226849315,5.02833695081967,6.06788791232877,6.85513579178082,4.29870866849315,5.32190286338798,4.89351985753425,5.44647183561644,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Denmark,        Refined petroleum products (Mb/d),135,128,121,142,147,140,157,155,161,170,161,168,173,175,181.394520547945,201.66301369863,222.767759562842,189.906849315069,168.734246575343,173.950684931507,173.874316939891,172.950684931507,161.257534246575,172.150684931507,166.562841530055,157.558904109589,164.334246575342,160.268493150685,152.803278688525,158.512328767123,145,137.989041095891,159.407103825137,177.821917808219,177.715068493151,,,
Denmark,            Motor gasoline (Mb/d),26,25,23,29,28,28,30,29,30,33,31,36,35,34,37.0191780821918,49.3534246575342,61.3196721311475,59.4328767123288,51.627397260274,53.1095890410959,52.7103825136612,51.4191780821918,47.2027397260274,48.841095890411,46.2213114754098,44.6575342465753,46.2082191780822,45.5123287671233,44.8579234972678,48.4054794520548,42,43.2219178082192,46.6584699453552,51.9260273972603,48.1506849315069,,,
Denmark,            Jet fuel (Mb/d),0,0,0,1,1.8,2.7,4.5,4.7,5,5.4,5.4,4,3.2,4.3,4.85479452054795,5.95616438356164,8.86885245901639,9.35068493150685,8.16164383561644,11.1808219178082,10.6994535519126,11.7232876712329,11.4191780821918,13.1479452054795,13.0464480874317,10.9232876712329,13.1506849315068,11.6794520547945,10.7841530054645,8.83013698630137,8.8,5.93424657534247,4.80327868852459,3.21369863013699,2.95890410958904,,,
Denmark,            Kerosene (Mb/d),1,0,0,0,1.2,0.4,0.5,0.9,1,1.2,1.7,0.6,0.5,0.2,0.520547945205479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.520547945205479,0.797260273972603,,,
Denmark,            Distillate fuel oil (Mb/d),55,53,53,61,64,61,68,65,66,70,67,76,82,80,84.0219178082192,87.5013698630137,92.8825136612022,75.5013698630137,69.613698630137,69.1452054794521,68.2213114754098,64.4027397260274,63.813698630137,70.7972602739726,68.5464480874317,65.8931506849315,66.6301369863014,65.2986301369863,63.1830601092896,67.6054794520548,62,58.3342465753425,69.4617486338798,85.3917808219178,85.4739726027397,,,
Denmark,            Residual fuel oil (Mb/d),40,32,36,40,38,35,38,40,42,43,39,36,39,42,40.3232876712329,42.4493150684931,42.2021857923497,30.7315068493151,28.2739726027397,28.8438356164384,30.7513661202186,29.3150684931507,29.9698630136986,27.0383561643836,26.7704918032787,24.8164383561644,25.9643835616438,25.0082191780822,24.2841530054645,22.2849315068493,21,20.2465753424658,26.7704918032787,26.7671232876712,29.6191780821918,,,
Denmark,            Liquefied Petroleum Gases (Mb/d),0.3,0,0,0,4.6,4.2,5.1,5.1,4.8,4.5,4.5,4.6,4.1,4.2,4.64109589041096,4.70684931506849,5.10382513661202,5.91506849315068,4.32054794520548,5.05205479452055,5.60655737704918,5.27397260273973,5.14794520547945,5.30958904109589,5.06830601092896,4.67671232876712,5.24109589041096,5.08219178082192,3.5792349726776,4.44931506849315,4.8,4.15890410958904,5.13387978142076,3.49315068493151,4.16164383561644,,,
Denmark,            Other petroleum liquids (Mb/d),13,18,9,11,9.3,9,9.9,11,13,14,13,10,9.5,10,10.013698630137,11.6958904109589,12.3907103825137,8.97534246575343,6.73698630136987,6.61917808219178,5.88524590163934,10.8164383561644,3.7041095890411,7.01643835616439,6.90983606557377,6.59178082191781,7.13972602739727,7.68767123287671,6.11475409836066,6.93698630136986,6.6,6.09315068493151,6.5792349726776,6.50958904109589,6.55342465753425,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Djibouti,        Refined petroleum products (Mb/d),,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
Djibouti,            Motor gasoline (Mb/d),,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
Djibouti,            Jet fuel (Mb/d),,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
Djibouti,            Kerosene (Mb/d),,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
Djibouti,            Distillate fuel oil (Mb/d),,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
Djibouti,            Residual fuel oil (Mb/d),,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
Djibouti,            Liquefied Petroleum Gases (Mb/d),,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
Djibouti,            Other petroleum liquids (Mb/d),,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dominica,        Refined petroleum products (Mb/d),,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
Dominica,            Motor gasoline (Mb/d),,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
Dominica,            Jet fuel (Mb/d),,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
Dominica,            Kerosene (Mb/d),,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
